"study_id","segment","code_identifiers","code_main","aro_accession","aro_description","aro_name","mesh_class_id","mesh_definitions","mesh_segment_class","mesh_name"
"4641","cefepime","M","Drug Resisted","ARO:0000059","Cefepime (INN) is a fourth-generation cephalosporin antibiotic developed in 1994. It contains an aminothiazolyl group that decreases its affinity with beta-lactamases. Cefepime shows high binding affinity with penicillin-binding proteins and has an extended spectrum of activity against Gram-positive and Gram-negative bacteria, with greater activity against both Gram-negative and Gram-positive organisms than third-generation agents.","cefepime","http://purl.bioontology.org/ontology/mesh/c043266",NA,"Preferred Label","cefepime"
"4641","ceftazidime","K","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"4641","clavulanic acid","L","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d019818","clavulanic acid and its salts and esters. the acid is a suicide inhibitor of bacterial beta-lactamase enzymes from streptomyces clavuligerus. administered alone, it has only weak antibacterial activity against most organisms, but given in combination with other beta-lactam antibiotics it prevents antibiotic inactivation by microbial lactamase.","Preferred Label","clavulanic acid"
"4641","piperacillin","A","Drug Resisted","ARO:0000078","Piperacillin is an acetylureidopenicillin and has an extended spectrum of targets relative to other beta-lactam antibiotics. It inhibits cell wall synthesis in bacteria, and is usually taken with the beta-lactamase inhibitor tazobactam to overcome penicillin-resistant bacteria.","piperacillin","http://purl.bioontology.org/ontology/mesh/d010878","semisynthetic, broad-spectrum, ampicillin derived ureidopenicillin antibiotic proposed for pseudomonas infections. it is also used in combination with other antibiotics.","Preferred Label","piperacillin"
"4641","cefoxitin","B","Drug Resisted","ARO:0000008","Cefoxitin is a cephamycin antibiotic often grouped with the second generation cephalosporins. Cefoxitin is bactericidal and acts by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms. Cefoxitin's 7-alpha-methoxy group and 3' leaving group make it a poor substrate for most beta-lactamases.","cefoxitin","http://purl.bioontology.org/ontology/mesh/d002440","a semisynthetic cephamycin antibiotic resistant to beta-lactamase.","Preferred Label","cefoxitin"
"4641","ceftriaxone","C","Drug Resisted","ARO:0000062","Ceftriaxone is a third-generation cephalosporin antibiotic. The presence of an aminothiazolyl sidechain increases ceftriazone's resistance to beta-lactamases. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria.","ceftriaxone","http://purl.bioontology.org/ontology/mesh/d002443","a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.","Preferred Label","ceftriaxone"
"4641","cefotaxime","D","Drug Resisted","ARO:3000645","Cefotaxime is a semisynthetic cephalosporin taken parenterally. It is resistant to most beta-lactamases and active against Gram-negative rods and cocci due to its aminothiazoyl and methoximino functional groups.","cefotaxime","http://purl.bioontology.org/ontology/mesh/d002439","semisynthetic broad-spectrum cephalosporin.","Preferred Label","cefotaxime"
"4641","ceftazidime","E","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"4642","cefotaxime","D","Drug Resisted","ARO:3000645","Cefotaxime is a semisynthetic cephalosporin taken parenterally. It is resistant to most beta-lactamases and active against Gram-negative rods and cocci due to its aminothiazoyl and methoximino functional groups.","cefotaxime","http://purl.bioontology.org/ontology/mesh/d002439","semisynthetic broad-spectrum cephalosporin.","Preferred Label","cefotaxime"
"4642","ceftazidime","E","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"4642","cefpodoxime","F","Drug Resisted","ARO:3000647","Cefpodoxime is a semisynthetic cephalosporin that acts similarly to cefotaxime with broad-spectrum activity. It is stable to many plasmid-mediated beta-lactamses. Cefpodoxime is consumed as the prodrug cefpodoxime proxetil.","cefpodoxime","http://purl.bioontology.org/ontology/mesh/c053268",NA,"Preferred Label","cefpodoxime"
"4642","aztreonam","G","Drug Resisted","ARO:3000550","Aztreonam was the first monobactam discovered, and is greatly effective against Gram-negative bacteria while inactive against Gram-positive bacteria. Artreonam is a poor substrate for beta-lactamases, and may even act as an inhibitor. In Gram-negative bacteria, Aztreonam interferes with filamentation, inhibiting cell division and leading to cell death.","aztreonam","http://purl.bioontology.org/ontology/mesh/d001398","a monocyclic beta-lactam antibiotic originally isolated from chromobacterium violaceum. it is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. it may cause a superinfection with gram-positive organisms.","Preferred Label","aztreonam"
"4642","ciprofloxacin","H","Drug Resisted","ARO:0000036","Ciprofloxacin is a bacteriocidal fluoroquinolone. It blocks bacterial DNA replication by binding to the toposiomerase II or IV-DNA complex (or cleavable complex), thereby causing double-stranded breaks in the bacterial chromosome.","ciprofloxacin","http://purl.bioontology.org/ontology/mesh/d002939","a broad-spectrum antimicrobial carboxyfluoroquinoline.","Preferred Label","ciprofloxacin"
"4642","imipenem","I","Drug Resisted","ARO:3000170","Imipenem is a broad-spectrum antibiotic and is usually taken with cilastatin, which prevents hydrolysis of imipenem by renal dehydropeptidase-I. It is resistant to hydrolysis by most other beta-lactamases. Notable exceptions are the KPC beta-lactamases and Ambler Class B enzymes.","imipenem","http://purl.bioontology.org/ontology/mesh/d015378","semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.","Preferred Label","imipenem"
"4642","piperacillin-tazobactam","J","Drug Resisted","ARO:3004021","An antibiotic cocktail containing the penam beta-lactam antibiotic Piperacillin and the beta-lactamase inhibitor Tazobactam.","piperacillin-tazobactam",NA,NA,NA,NA
"4642","ceftazidime-clavulanic acid","K","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"4642","cefepime","L","Drug Resisted","ARO:0000059","Cefepime (INN) is a fourth-generation cephalosporin antibiotic developed in 1994. It contains an aminothiazolyl group that decreases its affinity with beta-lactamases. Cefepime shows high binding affinity with penicillin-binding proteins and has an extended spectrum of activity against Gram-positive and Gram-negative bacteria, with greater activity against both Gram-negative and Gram-positive organisms than third-generation agents.","cefepime","http://purl.bioontology.org/ontology/mesh/c043266",NA,"Preferred Label","cefepime"
"4642","piperacillin","A","Drug Resisted","ARO:0000078","Piperacillin is an acetylureidopenicillin and has an extended spectrum of targets relative to other beta-lactam antibiotics. It inhibits cell wall synthesis in bacteria, and is usually taken with the beta-lactamase inhibitor tazobactam to overcome penicillin-resistant bacteria.","piperacillin","http://purl.bioontology.org/ontology/mesh/d010878","semisynthetic, broad-spectrum, ampicillin derived ureidopenicillin antibiotic proposed for pseudomonas infections. it is also used in combination with other antibiotics.","Preferred Label","piperacillin"
"4642","cefoxitin","B","Drug Resisted","ARO:0000008","Cefoxitin is a cephamycin antibiotic often grouped with the second generation cephalosporins. Cefoxitin is bactericidal and acts by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms. Cefoxitin's 7-alpha-methoxy group and 3' leaving group make it a poor substrate for most beta-lactamases.","cefoxitin","http://purl.bioontology.org/ontology/mesh/d002440","a semisynthetic cephamycin antibiotic resistant to beta-lactamase.","Preferred Label","cefoxitin"
"4642","ceftriaxone","C","Drug Resisted","ARO:0000062","Ceftriaxone is a third-generation cephalosporin antibiotic. The presence of an aminothiazolyl sidechain increases ceftriazone's resistance to beta-lactamases. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria.","ceftriaxone","http://purl.bioontology.org/ontology/mesh/d002443","a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.","Preferred Label","ceftriaxone"
"4776","cefotaxime","","Drug Resisted","ARO:3000645","Cefotaxime is a semisynthetic cephalosporin taken parenterally. It is resistant to most beta-lactamases and active against Gram-negative rods and cocci due to its aminothiazoyl and methoximino functional groups.","cefotaxime","http://purl.bioontology.org/ontology/mesh/d002439","semisynthetic broad-spectrum cephalosporin.","Preferred Label","cefotaxime"
"4776","ampicillin","","Drug Resisted","ARO:3000637","Ampicillin is a penicillin derivative that is highly acid stable, with its activity similar to benzylpenicillin.","ampicillin","http://purl.bioontology.org/ontology/mesh/d000667","semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.","Preferred Label","ampicillin"
"4776","co-amoxiclav","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d019980","a fixed-ratio combination of amoxicillin trihydrate and potassium clavulanate.","Synonyms","amoxicillin-potassium clavulanate combination"
"4776","cephradine","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d002515","a semi-synthetic cephalosporin antibiotic.","Preferred Label","cephradine"
"4891","meropenem","A","Drug Resisted","ARO:0000073","Meropenem is an ultra-broad spectrum injectable antibiotic used to treat a wide variety of infections, including meningitis and pneumonia. It is a beta-lactam and belongs to the subgroup of carbapenem, similar to imipenem and ertapenem.","meropenem","http://purl.bioontology.org/ontology/mesh/c059500",NA,"Preferred Label","meropenem"
"4891","imipenem","B","Drug Resisted","ARO:3000170","Imipenem is a broad-spectrum antibiotic and is usually taken with cilastatin, which prevents hydrolysis of imipenem by renal dehydropeptidase-I. It is resistant to hydrolysis by most other beta-lactamases. Notable exceptions are the KPC beta-lactamases and Ambler Class B enzymes.","imipenem","http://purl.bioontology.org/ontology/mesh/d015378","semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.","Preferred Label","imipenem"
"4891","doripenem","C","Drug Resisted","ARO:3000640","Doripenem is a carbapenem with a broad range of activity against Gram-positive and Gram-negative bacteria, and along with meropenem, it is the most active beta-lactam antibiotic against Pseudomonas aeruginosa. It inhibits bacterial cell wall synthesis.","doripenem","http://purl.bioontology.org/ontology/mesh/c099245",NA,"Preferred Label","doripenem"
"4891","ciprofloxacin","D","Drug Resisted","ARO:0000036","Ciprofloxacin is a bacteriocidal fluoroquinolone. It blocks bacterial DNA replication by binding to the toposiomerase II or IV-DNA complex (or cleavable complex), thereby causing double-stranded breaks in the bacterial chromosome.","ciprofloxacin","http://purl.bioontology.org/ontology/mesh/d002939","a broad-spectrum antimicrobial carboxyfluoroquinoline.","Preferred Label","ciprofloxacin"
"4891","gentamicin","E","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d005839","a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.","Synonyms","gentamicins"
"4891","tobramycin","F","Drug Resisted","ARO:0000052","Tobramycin is an aminoglycoside antibiotic used to treat different types of bacterial infections. Tobramycin works by binding to the bacterial 30S ribosomal subunit, causing misreading of mRNA and leaving the bacterium unable to synthesize proteins vital to its growth.","tobramycin","http://purl.bioontology.org/ontology/mesh/d014031","an aminoglycoside, broad-spectrum antibiotic produced by streptomyces tenebrarius. it is effective against gram-negative bacteria, especially the pseudomonas species. it is a 10% component of the antibiotic complex, nebramycin, produced by the same species.","Preferred Label","tobramycin"
"4891","trimethoprimsulfamethoxazole","G","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"4891","penicillins","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d010406","a group of antibiotics that contain 6-aminopenicillanic acid with a side chain attached to the 6-amino group. the penicillin nucleus is the chief structural requirement for biological activity. the side-chain structure determines many of the antibacterial and pharmacological characteristics. (goodman and gilman's the pharmacological basis of therapeutics, 8th ed, p1065)","Preferred Label","penicillins"
"4891","broad-spectrum cephalosporins","","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"4891","carbapenems","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d015780","a group of beta-lactam antibiotics in which the sulfur atom in the thiazolidine ring of the penicillin molecule is replaced by a carbon atom. thienamycins are a subgroup of carbapenems which have a sulfur atom as the first constituent of the side chain.","Preferred Label","carbapenems"
"4891","fluoroquinolones","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d024841","a group of quinolones with at least one fluorine atom and a piperazinyl group.","Preferred Label","fluoroquinolones"
"4891","trimethoprim-sulfamethoxazole","","Drug Resisted","ARO:3004024","An antibiotic cocktail containing the diaminopyrimidine antibiotic Trimethoprim and the sulfonamide antibiotic sulfamethoxazole (1 TMP:5 SMX).","trimethoprim-sulfamethoxazole","http://purl.bioontology.org/ontology/mesh/d015662","a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.","Synonyms","trimethoprim, sulfamethoxazole drug combination"
"5005","rimethoprim/sufamethoxazole","I","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"5005","ampicillin","A","Drug Resisted","ARO:3000637","Ampicillin is a penicillin derivative that is highly acid stable, with its activity similar to benzylpenicillin.","ampicillin","http://purl.bioontology.org/ontology/mesh/d000667","semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.","Preferred Label","ampicillin"
"5005","amoxicillin/clavulanic acid","B","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"5005","cefixime","C","Drug Resisted","ARO:3000646","Cefixime is a cephalosporin resistant to most beta-lactamases. It is active against many enterobacteria, but activity against staphylococci is poor.","cefixime","http://purl.bioontology.org/ontology/mesh/d020682","a third-generation cephalosporin antibiotic that is stable to hydrolysis by beta-lactamases.","Preferred Label","cefixime"
"5005","ceftriaxone","D","Drug Resisted","ARO:0000062","Ceftriaxone is a third-generation cephalosporin antibiotic. The presence of an aminothiazolyl sidechain increases ceftriazone's resistance to beta-lactamases. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria.","ceftriaxone","http://purl.bioontology.org/ontology/mesh/d002443","a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.","Preferred Label","ceftriaxone"
"5005","cefuroxime","E","Drug Resisted","ARO:0000063","Cefuroxime is a second-generation cephalosporin antibiotic with increased stability with beta-lactamases than first-generation cephalosporins. Cefuroxime is active against Gram-positive organisms but less active against methicillin-resistant strains.","cefuroxime","http://purl.bioontology.org/ontology/mesh/d002444","broad-spectrum cephalosporin antibiotic resistant to beta-lactamase. it has been proposed for infections with gram-negative and gram-positive organisms, gonorrhea, and haemophilus.","Preferred Label","cefuroxime"
"5005","cefuroxime axetil","F","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/c040738",NA,"Preferred Label","cefuroxime axetil"
"5005","ceftazidime","G","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"5005","gentamicin","H","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d005839","a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.","Synonyms","gentamicins"
"5091","isoniazid","","Drug Resisted","ARO:3000520","Isoniazid is an organic compound that is the first-line anti tuberculosis medication in prevention and treatment. As a prodrug, it is activated by mycobacterial catalase-peroxidases such as M. tuberculosis KatG. Isoniazid inhibits mycolic acid synthesis, which prevents cell wall synthesis in mycobacteria.","isoniazid","http://purl.bioontology.org/ontology/mesh/d007538","antibacterial agent used primarily as a tuberculostatic. it remains the treatment of choice for tuberculosis.","Preferred Label","isoniazid"
"5091","streptomycin","","Drug Resisted","ARO:0000040","Streptomycin is an aminoglycoside antibiotic used to treat different types of bacterial infections. Streptomycin works by binding to the bacterial 30S ribosomal subunit, causing misreading of mRNA and leaving the bacterium unable to synthesize proteins vital to its growth.","streptomycin","http://purl.bioontology.org/ontology/mesh/d013307","an antibiotic produced by the soil actinomycete streptomyces griseus. it acts by inhibiting the initiation and elongation processes during protein synthesis.","Preferred Label","streptomycin"
"5183","ampicillin","","Drug Resisted","ARO:3000637","Ampicillin is a penicillin derivative that is highly acid stable, with its activity similar to benzylpenicillin.","ampicillin","http://purl.bioontology.org/ontology/mesh/d000667","semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.","Preferred Label","ampicillin"
"5183","third generation cephalosporins","","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"5183","amikacin","","Drug Resisted","ARO:0000013","Amikacin is an aminoglycoside antibiotic that works by binding to the bacterial 30S ribosomal subunit, causing misreading of mRNA and leaving the bacterium unable to synthesize proteins vital to its growth.","amikacin","http://purl.bioontology.org/ontology/mesh/d000583","a broad-spectrum antibiotic derived from kanamycin. it is reno- and oto-toxic like the other aminoglycoside antibiotics.","Preferred Label","amikacin"
"5183","tetracycline","","Drug Resisted","ARO:0000051","Tetracycline is a broad-spectrum polyketide antibiotic produced by many Streptomyces. It works by inhibiting action of the prokaryotic 30S ribosome.","tetracycline","http://purl.bioontology.org/ontology/mesh/d013752","a naphthacene antibiotic that inhibits amino acyl trna binding during protein synthesis.","Preferred Label","tetracycline"
"5183","quinolones","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d015363","a group of derivatives of naphthyridine carboxylic acid, quinoline carboxylic acid, or nalidixic acid.","Preferred Label","quinolones"
"5183","macrolides","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d018942","a group of often glycosylated macrocyclic compounds formed by chain extension of multiple propionates cyclized into a large (typically 12, 14, or 16)-membered lactone. macrolides belong to the polyketides class of natural products, and many members exhibit antibiotic properties.","Preferred Label","macrolides"
"521","ceftriaxone","","Drug Resisted","ARO:0000062","Ceftriaxone is a third-generation cephalosporin antibiotic. The presence of an aminothiazolyl sidechain increases ceftriazone's resistance to beta-lactamases. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria.","ceftriaxone","http://purl.bioontology.org/ontology/mesh/d002443","a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.","Preferred Label","ceftriaxone"
"521","ceftazidime","","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"521","amoxicillin","","Drug Resisted","ARO:0000064","Amoxicillin is a moderate-spectrum, bacteriolytic, beta-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms. A derivative of penicillin, it has a wider range of treatment but remains relatively ineffective against Gram-negative bacteria. It is commonly taken with clavulanic acid, a beta-lactamase inhibitor. Like other beta-lactams, amoxicillin interferes with the synthesis of peptidoglycan.","amoxicillin","http://purl.bioontology.org/ontology/mesh/d000658","a broad-spectrum semisynthetic antibiotic similar to ampicillin except that its resistance to gastric acid permits higher serum levels with oral administration.","Preferred Label","amoxicillin"
"521","amoxicillin/clavulanate","","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"5251","ampicillin","","Drug Resisted","ARO:3000637","Ampicillin is a penicillin derivative that is highly acid stable, with its activity similar to benzylpenicillin.","ampicillin","http://purl.bioontology.org/ontology/mesh/d000667","semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.","Preferred Label","ampicillin"
"5251","piperacillin","","Drug Resisted","ARO:0000078","Piperacillin is an acetylureidopenicillin and has an extended spectrum of targets relative to other beta-lactam antibiotics. It inhibits cell wall synthesis in bacteria, and is usually taken with the beta-lactamase inhibitor tazobactam to overcome penicillin-resistant bacteria.","piperacillin","http://purl.bioontology.org/ontology/mesh/d010878","semisynthetic, broad-spectrum, ampicillin derived ureidopenicillin antibiotic proposed for pseudomonas infections. it is also used in combination with other antibiotics.","Preferred Label","piperacillin"
"5251","cephalothin","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d002512","a cephalosporin antibiotic.","Preferred Label","cephalothin"
"5251","cefuroxime","","Drug Resisted","ARO:0000063","Cefuroxime is a second-generation cephalosporin antibiotic with increased stability with beta-lactamases than first-generation cephalosporins. Cefuroxime is active against Gram-positive organisms but less active against methicillin-resistant strains.","cefuroxime","http://purl.bioontology.org/ontology/mesh/d002444","broad-spectrum cephalosporin antibiotic resistant to beta-lactamase. it has been proposed for infections with gram-negative and gram-positive organisms, gonorrhea, and haemophilus.","Preferred Label","cefuroxime"
"5251","ceftriaxone","","Drug Resisted","ARO:0000062","Ceftriaxone is a third-generation cephalosporin antibiotic. The presence of an aminothiazolyl sidechain increases ceftriazone's resistance to beta-lactamases. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria.","ceftriaxone","http://purl.bioontology.org/ontology/mesh/d002443","a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.","Preferred Label","ceftriaxone"
"5251","ceftazidime","","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"5251","rimethoprim/sulfamethoxazole","","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"5265","levofloxacin","","Drug Resisted","ARO:0000071","Levofloxacin is a synthetic chemotherapeutic antibiotic of the fluoroquinolone drug class. Its main target is topoisomerase IV, inhibiting its function and disrupting DNA replication.","levofloxacin","http://purl.bioontology.org/ontology/mesh/d064704","the l-isomer of ofloxacin.","Preferred Label","levofloxacin"
"5449","aminoglycosides","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d000617","glycosylated compounds in which there is an amino substituent on the glycoside. some of them are clinically important antibiotics.","Preferred Label","aminoglycosides"
"5449","ciprofloxacin","","Drug Resisted","ARO:0000036","Ciprofloxacin is a bacteriocidal fluoroquinolone. It blocks bacterial DNA replication by binding to the toposiomerase II or IV-DNA complex (or cleavable complex), thereby causing double-stranded breaks in the bacterial chromosome.","ciprofloxacin","http://purl.bioontology.org/ontology/mesh/d002939","a broad-spectrum antimicrobial carboxyfluoroquinoline.","Preferred Label","ciprofloxacin"
"5449","levofloxacin","","Drug Resisted","ARO:0000071","Levofloxacin is a synthetic chemotherapeutic antibiotic of the fluoroquinolone drug class. Its main target is topoisomerase IV, inhibiting its function and disrupting DNA replication.","levofloxacin","http://purl.bioontology.org/ontology/mesh/d064704","the l-isomer of ofloxacin.","Preferred Label","levofloxacin"
"5449","ofloxacin","","Drug Resisted","ARO:3000663","Ofloxacin is a 6-fluoro, 7-piperazinyl quinolone with a methyl-substituted oxazine ring. It has a broad spectrum of activity including many enterobacteria and mycoplasma but most anaerobes are resistant.","ofloxacin","http://purl.bioontology.org/ontology/mesh/d015242","a synthetic fluoroquinolone antibacterial agent that inhibits the supercoiling activity of bacterial dna gyrase, halting dna replication.","Preferred Label","ofloxacin"
"5449","trimethoprim/sulfamethoxazole","","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"5449","chloramphenicol","","Drug Resisted","ARO:3000385","Chloramphenicol is a bacteriostatic antimicrobial originally derived from the bacterium Streptomyces venezuelae. It was the first antibiotic to be manufactured synthetically on a large scale. It functions by inhibiting peptidyl transferase activity of the bacterial ribosome, binding to A2451 and A2452 residues in the 23S rRNA of the 50S ribosomal subunit and preventing peptide bond formation.","chloramphenicol","http://purl.bioontology.org/ontology/mesh/d002701","an antibiotic first isolated from cultures of streptomyces venequelae in 1947 but now produced synthetically. it has a relatively simple structure and was the first broad-spectrum antibiotic to be discovered. it acts by interfering with bacterial protein synthesis and is mainly bacteriostatic. (from martindale, the extra pharmacopoeia, 29th ed, p106)","Preferred Label","chloramphenicol"
"5449","tigecycline","","Drug Resisted","ARO:0000030","Tigecycline is an glycylcycline antibiotic. It works by inhibiting action of the prokaryotic 30S ribosome.","tigecycline","http://purl.bioontology.org/ontology/mesh/c119092",NA,"Preferred Label","tigecycline"
"5449","colistin","","Drug Resisted","ARO:0000067","Colistins are polymyxin antibiotics produced by certain strains of Bacillus polymyxa var. colistinus. Colistin, also referred to as polymyxin E, is a mixture of cyclic polypeptides colistin A and B which disrupt the bacterial cell membrane and is effective against Gram-negative bacteria.","colistin","http://purl.bioontology.org/ontology/mesh/d003091","cyclic polypeptide antibiotic from bacillus colistinus. it is composed of polymyxins e1 and e2 (or colistins a, b, and c) which act as detergents on cell membranes. colistin is less toxic than polymyxin b, but otherwise similar; the methanesulfonate is used orally.","Preferred Label","colistin"
"5449","fosfomycin.","","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"5449","meropenem","A","Drug Resisted","ARO:0000073","Meropenem is an ultra-broad spectrum injectable antibiotic used to treat a wide variety of infections, including meningitis and pneumonia. It is a beta-lactam and belongs to the subgroup of carbapenem, similar to imipenem and ertapenem.","meropenem","http://purl.bioontology.org/ontology/mesh/c059500",NA,"Preferred Label","meropenem"
