study_id,include,author_year,bibtype,abstract,author,isbn,journal,keywords,pages,title,url,volume,year,number,annote,doi,edition,language,pmid,round1inc,round1rev,round2inc,round2rev,reviewers,ft_rev,downloaded,csv_name,reason,notes,mex_name,in_codes_db,article_type

2090-3057",Journal of Pathogens,"Human immunodeficiency virus infected patient,Human immunodeficiency virus infection,India,acquired immune deficiency syndrome,antibiotic agent,antibiotic sensitivity,article,bacterial enzyme,bacterial virulence,bacterium isolation,beta lactamase AmpC,beta lactamase CTX M,cefepime,cefotaxime,ceftazidime,cephalosporin derivative,clavulanic acid,cotrimoxazole,drug screening,enzyme synthesis,extended spectrum beta lactamase,gentamicin,human,imipenem,multidrug resistance,nitrofurantoin,nonhuman,nucleotide sequence,phylogeny,prevalence,protein afa,protein dra,protein fimH,protein foc,protein fyuA,protein iroN,protein iutA,protein kpsMII,protein pap,protein sfa,protein usp,quinoline derived antiinfective agent,unclassified drug,uropathogenic Escherichia coli",NA,{Multidrug Resistant CTX-M-Producing Escherichia coli: A Growing Threat among HIV Patients in India},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=l610527433 http://dx.doi.org/10.1155/2016/4152704 http://rd8hp6du2b.search.serialssolutions.com?sid=embase{\&}issn=20903065{\&}id=doi:10.1155{\%}2f2016{\%}2f4152704{\&}atitle=multidrug+resistant+ct,2016,2016,NA,NA,NA,NA,NA,NA,maybe,melanie,yes,nchedo,nchedo,zach,yes,zm_5.csv,NA,NA,zm_5_3.mex,yes,journal
16082,maybe,pasteran2008,article,NA,F G Pasteran and L Otaegui and L Guerriero and G Radice and R Maggiora and M Rapoport and D Faccone and A {Di Martino} and M Galas,"1080-6040
1080-6059",Emerging Infectious Diseases,"Argentina,Citrobacter freundii,Escherichia coli,Klebsiella pneumoniae,adult,amikacin,aminoglycoside antibiotic agent,antibiotic resistance,antibiotic sensitivity,bacterial infection,bacterial strain,bacterium isolate,carbapenem,carbapenem derivative,carbapenemase,carbapenemase 2,case report,cefepime,cefotaxime,ceftazidime,chloramphenicol,ciprofloxacin,clavulanic acid,controlled study,cotrimoxazole,edetic acid,ertapenem,female,human,letter,meropenem,nalidixic acid,nonhuman,polymerase chain reaction,tetracycline,tetracycline derivative,tigecycline",1178--1180,"{Klebsiella pneumoniae carbapenemase-2, Buenos Aires, Argentina}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=l351920469 http://dx.doi.org/10.3201/eid1407.070826 http://rd8hp6du2b.search.serialssolutions.com?sid=embase{\&}issn=10806040{\&}id=doi:10.3201{\%}2feid1407.070826{\&}atitle=klebsiella+pneumonia,14,2008,7,NA,NA,NA,NA,NA,yes,melanie,maybe,mushtaq,mushtaq,zach,yes,zm_5.csv,NA,NA,zm_5_3.mex,yes,journal
16083,maybe,pasteran2014,article,NA,F Pasteran and M M Mora and E Albornoz and D Faccone and R Franco and J Ortellado and N Melgarejo and S Gomez and I Riquelme and J Matheu and P Ramon-pardo and A Corso,"1460-2091
0305-7453",Journal of Antimicrobial Chemotherapy,"Acinetobacter,Acinetobacter pittii,DNA sequence,Enterobacter cloacae,Paraguay,amikacin,antibiotic resistance,antibiotic sensitivity,antibiotic therapy,aztreonam,bacterial strain,bacterium identification,bacterium isolate,blood culture,case report,cefepime,cefotaxime,cefoxitin,ceftazidime,cerebrospinal fluid,child,ciprofloxacin,colistin,combination chemotherapy,cotrimoxazole,encephalitis,ertapenem,extended spectrum beta lactamase,gentamicin,human,imipenem,letter,matrix assisted laser desorption ionization time o,meropenem,metallo beta lactamase,microbial sensitivity test,nalidixic acid,new delhi metallo beta lactamase,nitrofurantoin,nonhuman,oncology ward,phenotype,piperacillin plus tazobactam,polymerase chain reaction,preschool child,school child,sepsis,sultamicillin,tigecycline,unclassified drug",2575--2578,{Emergence of genetically unrelated NDM-1-producing Acinetobacter pittii strains in Paraguay},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=l373761893 http://dx.doi.org/10.1093/jac/dku139 http://rd8hp6du2b.search.serialssolutions.com?sid=embase{\&}issn=14602091{\&}id=doi:10.1093{\%}2fjac{\%}2fdku139{\&}atitle=emergence+of+genetically+u,69,2014,9,NA,NA,NA,NA,NA,yes,erica,maybe,mushtaq,mushtaq,zach,yes,zm_5.csv,NA,NA,zm_5_3.mex,yes,journal
16249,maybe,peirano2011a,article,An Escherichia coli isolate with New Delhi metallo-beta-lactamase was isolated from a patient with pyelonephritis and prostatitis who returned to Canada after recent hospitalization in India. The patient was successfully treated with ertapenem and fosfomycin. This patient highlights the role of international travel in the spread of antimicrobial drug resistance and blaNDM-1.,G Peirano and J Ahmed-Bentley and N Woodford and J D Pitout,1080-6040,Emerg Infect Dis,"*Travel,*beta-Lactam Resistance,Adult,Anti-Bacterial Agents/pharmacology/therapeutic use,Canada,Carbapenems/pharmacology,Drug Resistance, Multiple, Bacterial,Escherichia coli Infections/*microbiology,Escherichia coli/drug effects/*enzymology/genetics,Fosfomycin/therapeutic use,Humans,India,Male,Microbial Sensitivity Tests,Prostatitis/*microbiology,Pyelonephritis/*microbiology,Urine/microbiology,beta-Lactamases/genetics/*metabolism,beta-Lactams/therapeutic use",242--244,{New Delhi metallo-beta-lactamase from traveler returning to Canada},NA,17,2011,2,"1080-6059
peirano, gisele
ahmed-bentley, jasmine
woodford, neil
pitout, johann d
case reports
journal article
research support, non-u.s. gov't
united states
emerg infect dis. 2011 feb;17(2):242-4. doi: 10.3201/eid1702.101313.",10.3201/eid1702.101313,2/5/2011,eng,21291595,yes,jake,maybe,ayomide,ayomide,zach,yes,zm_5.csv,NA,NA,zm_5_3.mex,yes,journal
16251,yes,peirano2012,article,"A study was designed to characterize a carbapenem-resistant Klebsiella pneumoniae (KPSA01) isolated from a patient in Gauteng, South Africa without recent travel outside South Africa. Molecular characterization was done using isoelectric focusing, polymerase chain reaction and sequencing for blaVIM, blaIMP, blaNDM, blaCTX-Ms, blaOXAs, blaTEMs, and blaSHV, plasmid-mediated quinolone resistance determinants, multilocus sequencing typing, plasmid replicon typing, and addiction factors. KPSA01 produced VIM-1 and belonged to the newly described sequence type ST569. The plasmid that harboured blaVIM typed within the narrow host range IncF replicon group, contained the aadA1 gene cassette, and tested positive for the vagCD and ccdAB addiction systems. This is the first report of VIM-1-producing K. pneumoniae outside Europe. It is important that surveillance studies be undertaken in Africa to determine if VIM-1-producing K. pneumoniae are present in significant numbers. {\textcopyright} 2012 Informa Healthcare.",G Peirano and J Moolman and A Pitondo-Silva and J D D Pitout,"0036-5548
1651-1980",Scandinavian Journal of Infectious Diseases,"Klebsiella pneumoniae,South Africa,aada1 gene,aged,antibiotic resistance,article,bacterial strain,bacterium isolation,beta lactamase,case report,drug sensitivity,gene,human,isoelectric focusing,male,plasmid,polymerase chain reaction,quinolone,replicon,sequence analysis,unclassified drug,verona integron encoded metallo beta lactamase",74--78,{The characteristics of VIM-1-producing Klebsiella pneumoniae from South Africa},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=l364001109 http://dx.doi.org/10.3109/00365548.2011.614276 http://rd8hp6du2b.search.serialssolutions.com?sid=embase{\&}issn=00365548{\&}id=doi:10.3109{\%}2f00365548.2011.614276{\&}atitle=the+char,44,2012,1,NA,NA,NA,NA,NA,yes,cale,no,mushtaq,brooke,zach,yes,zm_5.csv,NA,NA,zm_5_3.mex,yes,journal
16363,maybe,perez2014b,article,"Anatomical barriers for antibiotic penetration can pose a particular challenge in the clinical setting. Stenotrophomonas maltophila (SM) and Pseudomonas aeruginosa (PA) are two pathogens capable of developing multiple drug-resistance (MDR) mechanisms. We report the case of a 56-year-old female patient with a permanent percutaneous transhepatic biliary drainage (PTBD), who was admitted to our hospital with a cholangitis due to a MDR Escherichia coli strain. Upon admission, culture-guided antimicrobial therapy was conducted and the biliary catheter was replaced, with poor clinical response. Subsequently, SM and PA were detected. Treatment with fosfomycin and colistine was initiated, again without adequate response. Systemic colistine and tigecycline along with an intrabiliary infusion of colistine for 5 days was then used, followed by parenteral fosfomycin and tigecycline for 7 days. The patient was then successfully discharged. This is the first case report we are aware of on the use of intrabiliary colistine. It describes a new approach to treating cholangitis by MDR bacteria in patients with a PTBD. {\textcopyright} P.N. P{\'{e}}rez et al., 2014.",P N PÃ©rez and M A Ram\'{i}rez and J A FernÃ¡ndez and L L {de Guevara},2036-7449,Infectious Disease Reports,",Escherichia coli infection,Pseudomonas aeruginosa,Pseudomonas infection,Stenotrophomonas maltophilia,abdominal pain,adult,antibiotic agent,antibiotic resistance,antimicrobial therapy,article,bacterium detection,bacterium isolation,bile duct bypass,biliary catheter,biliary cirrhosis,biliary tract drainage,bilirubin,bilirubin blood level,blood cell count,carbapenem,case report,cefalexin,cholangitis,cilastatin plus imipenem,colistimethate,colistin,creatinine,creatinine blood level,disease exacerbation,dose response,drug substitution,drug withdrawal,echography,extended spectrum beta lactamase producing Escheri,female,fever,follow up,fosfomycin,hemoglobin,hemoglobin blood level,human,intrabiliary drug administration,jaundice,loading drug dose,malaise,mean corpuscular hemoglobin,medical history,meropenem,middle aged,nonhuman,recurrent disease,tigecycline,treatment duration",17--19,{A patient presenting with cholangitis due to Stenotrophomonas maltophila and pseudomonas aeruginosa successfully treated with intrabiliary colistine},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=l608967028 http://rd8hp6du2b.search.serialssolutions.com?sid=embase{\&}issn=20367449{\&}id=doi:{\&}atitle=a+patient+presenting+with+cholangitis+due+to+stenotrophomonas+maltophilia+and+pseudom http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=l373077702 http://dx.doi.org/10.4081/idr.2014.5147 http://rd8hp6du2b.search.serialssolutions.com?sid=embase{\&}issn=20367449{\&}id=doi:10.4081{\%}2fidr.2014.5147{\&}atitle=a+patient+presenting+w,6,2014,2,NA,NA,NA,NA,NA,maybe,jake,no,zach,allison,zach,yes,zm_5.csv,NA,NA,zm_5_3.mex,yes,journal
16555,yes,piekarska2008,article,"The activity of ciprofloxacin, sparfloxacin and moxifloxacin was determined for 205 Enterococcus faecalis isolates from patients of five hospitals (Warsaw, Poland; collected from 2000 to 2002). Ciprofloxacin resistant and intermediate isolates were numerous (53.7{\%}). Among them, highly resistant (MIC {\textgreater} or = 16 mg/l) isolates predominated (98{\%}). Isolates resistant to ciprofloxacin were also resistant to sparfloxacin and moxifloxacin. The parC and gyrA QRDRs (quinolone-resistance-determining region) of 11 isolates with ciprofloxacin MICs from 1 to 256 mg/l were analysed by DNA sequencing. In ParC one kind of amino acid substitution (of Ser-85 to Ile) in 9 E. faecalis strains with MICs from 16 to 256 mg/l was observed. In GyrA Ser-84 was changed to one of four different amino acids: Arg, Ile, Cys or Tyr, however no association between the amino acid type and MIC value was found. The last two substitutions have not been reported to date for E. faecalis. Moreover, our results may suggest that mutations within parC and gyrA are associated with development of a high-level of ciprofloxacin resistance.",K Piekarska and R GierczyÅski and M Åawrynowicz-Paciorek and M Kochman and M Jagielski and R Gierczynski and M Lawrynowicz-Paciorek and M Kochman and M Jagielski,1733-1331,Polish Journal of Microbiology,",*Drug Resistance,Amino Acid Substitution,Anti-Bacterial Agents/*pharmacology,Aza Compounds/pharmacology,Bacterial,Bacterial/genetics,Ciprofloxacin/*pharmacology,DNA,DNA Gyrase/*genetics,DNA Topoisomerase IV/genetics,DNA sequence,DNA topoisomerase (ATP hydrolysing),DNA topoisomerase (ATP hydrolysing) A,Enterococcus faecalis,Enterococcus faecalis/*drug effects/*genetics,Fluoroquinolones/pharmacology,Genes,Gram-Positive Bacterial Infections/microbiology,Humans,Microbial Sensitivity Tests,Mutation,Poland,Polymerase Chain Reaction,Quinolines/pharmacology,Sequence Analysis,amino acid substitution,antibiotic resistance,antibiotic sensitivity,arginine,article,bacterial strain,bacterium isolation,ciprofloxacin,controlled study,cysteine,gene mutation,hospital patient,human,isoleucine,minimum inhibitory concentration,moxifloxacin,mutational analysis,nonhuman,nucleotide sequence,protein ParC,sequence analysis,serine,sparfloxacin,tyrosine",121--124,{Novel gyrase mutations and characterization of ciprofloxacin-resistant clinical strains of Enterococcus faecalis isolated in Poland},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=l352203301 http://rd8hp6du2b.search.serialssolutions.com?sid=embase{\&}issn=17331331{\&}id=doi:{\&}atitle=novel+gyrase+mutations+and+characterization+of+ciprofloxacin-resistant+clinical+strai,57,2008,2,"from duplicate 1 (novel gyrase mutations and characterization of ciprofloxacin-resistant clinical strains of enterococcus faecalis isolated in poland - piekarska, k; gierczynski, r; lawrynowicz-paciorek, m; kochman, m; jagielski, m)



piekarska, katarzyna

gierczynski, rafal

lawrynowicz-paciorek, maja

kochman, maria

jagielski, marek

journal article

research support, non-u.s. gov't

poland

pol j microbiol. 2008;57(2):121-4.",NA,7/24/2008,eng,18646399,maybe,jake,yes,nchedo,nchedo,zach,no,zm_5.csv,could not get full-text access through emory,NA,NA,no,journal
16637,maybe,pisespongsa2012,article,"Background/aims: Spontaneous bacterial infection of ascites was an important cause of hospitalization and death in cirrhotic patients. Recently, changing in types of pathogens and their antibiotic resistance were reported as important emerging problems. Methods: We retrospectively analyzed medical records of patients with spontaneous ascitic fluid infection in Chiang Mai University Hospital from January 2001 to December 2002 and from January 2008 to September 2009. The isolated pathogens and their antibiotic susceptibility were described and compared. Results: There were 49 episodes of spontaneous ascitic fluid infection from January 2001 to December 2002 and 82 episodes from January 2008 to September 2009. The pathogens were identified in 36.7{\%} and 48.8{\%} respectively. When compared, the ratio of gram negative bacilli (GNB) infection in both periods were similar (p = 0.769) but the pathogens in the second period were significantly more diverse than the first period (p = 0.008 for GNB and p = 0.029 for gram positive cocci) (table 1). Accordingly, there were more types of bacteria that were resistant to the recommended empirical antibiotics in the second period, including ESBL E. coli, Acinetobacter spp., Pseudomonas spp., Streptococcus gr D and Enterococci. (Table Presented) Conclusions: Although the ratios of GNB infection in SBP did not changed in recent year, there were significantly more new types of resistant pathogens which may affect outcomes of treatment. Therefore, the clinical responses and antibiotic susceptibility in patients with SBP should be monitor carefully.",P Pisespongsa and W Intasri and P Kijdamrongdham and A Leerapun and T Chitapanarux and S Thongsawat and O A Praisontarangkul,0815-9319,Journal of Gastroenterology and Hepatology,"Acinetobacter,Asian,Enterococcus,Escherichia coli,Gram negative bacterium,Gram positive cocci,Pseudomonas,Streptococcus,Thailand,antibiotic agent,antibiotic resistance,antibiotic sensitivity,ascites,ascites fluid,bacterial infection,bacterial peritonitis,bacterium,death,extended spectrum beta lactamase,hospitalization,human,infection,medical record,pathogenesis,patient,university hospital",265--266,{Recent increase of antibiotic-resistant pathogens in Spontaneous Bacterial Peritonitis (SBP) in Northern Thailand},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=l70952653 http://dx.doi.org/10.1111/jgh.12006 http://rd8hp6du2b.search.serialssolutions.com?sid=embase{\&}issn=08159319{\&}id=doi:10.1111{\%}2fjgh.12006{\&}atitle=recent+increase+of+antibiotic-r,27,2012,NA,NA,NA,NA,NA,NA,yes,jake,no,erica,mushtaq,zach,no,zm_5.csv,could not find full-text,NA,NA,no,journal
16714,maybe,poire2011,article,NA,L Poire and A Ros and A Carricajo and P Berthelot and B Pozzetto and S Bernabeu and P Nordmann,"0066-4804
1098-6596",Antimicrobial Agents and Chemotherapy,"Citrobacter freundii,Gram negative infection,India,adult,aminoglycoside antibiotic agent,amoxicillin plus clavulanic acid,antibiotic resistance,bacterial colonization,bacterial protein,bacterium culture,bacterium isolate,beta lactam antibiotic,carbapenemase,case report,colistin,emporiatrics,ertapenem,female,human,imipenem,letter,meropenem,minimum inhibitory concentration,nitrofurantoin,nonhuman,nucleotide sequence,priority journal,protein NDM 1,quinoline derived antiinfective agent,sulfonamide,tetracycline,unclassified drug",447--448,{Extremely drug-resistant citrobacter freundii isolate producing NDM-1 and other carbapenemases identified in a patient returning from India},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=l361007306 http://dx.doi.org/10.1128/aac.01305-10 http://rd8hp6du2b.search.serialssolutions.com?sid=embase{\&}issn=00664804{\&}id=doi:10.1128{\%}2faac.01305-10{\&}atitle=extremely+drug-resistant,55,2011,1,NA,NA,NA,NA,NA,maybe,cale,maybe,mushtaq,mushtaq,zach,yes,zm_5.csv,NA,NA,zm_5_3.mex,yes,journal
16727,maybe,poirel2014a,article,"Twelve consecutive carbapenem-resistant Escherichia coli isolates were recovered from patients (infection or colonization) hospitalized between March and September 2012 in different units at a hospital in Bulgaria. They all produced the carbapenemase NDM-1 and the extended-spectrum-$\beta$-lactamase CTX-M-15, together with the 16S rRNA methylase RmtB, conferring high-level resistance to all aminoglycosides. All those isolates were clonally related and belonged to the same sequence type, ST101. In addition to being the first to identify NDM-producing isolates in Bulgaria, this is the very first study reporting an outbreak of NDM-1-producing E. coli in the world. Copyright {\textcopyright} 2014, American Society for Microbiology. All Rights Reserved.",L Poirel and E Savov and A Nazli and A Trifonova and I Todorova and I Gergova and P Nordmann,"1098-6596
0066-4804",Antimicrobial Agents and Chemotherapy,"Bulgaria,Escherichia coli,RNA 16S,amikacin,article,aztreonam,bacterial strain,bacterium identification,bacterium isolate,carbapenemase,cefepime,clinical article,epidemic,extended spectrum beta lactamase producing Escheri,female,hospital patient,human,male,meropenem,ndm 1 producing Escherichia coli,nonhuman,priority journal,rmtb producing Escherichia coli,sultamicillin,tigecycline",2472--2474,{Outbreak caused by NDM-1- and RmtB-producing Escherichia coli in Bulgaria},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=l372703625 http://dx.doi.org/10.1128/aac.02571-13 http://rd8hp6du2b.search.serialssolutions.com?sid=embase{\&}issn=10986596{\&}id=doi:10.1128{\%}2faac.02571-13{\&}atitle=outbreak+caused+by+ndm-1,58,2014,4,NA,NA,NA,NA,NA,yes,erica,maybe,mushtaq,mushtaq,zach,yes,zm_5.csv,NA,NA,zm_5_3.mex,yes,journal
16820,maybe,potron2016,article,NA,A Potron and L Poirel and L Dortet and P Nordmann,"1872-7913
0924-8579",International Journal of Antimicrobial Agents,"Escherichia coli,Escherichia coli protein,OXA 244 gene,OXA protein,aged,amino acid substitution,antibiotic resistance,antibiotic sensitivity,bacterial chromosome,bacterial gene,bacterium isolate,beta lactamase,beta lactamase OXA 48,beta lactamase inhibitor,blaOXA 48 like gene,case report,cephalosporin derivative,enzyme activity,ertapenem,heterozygote,human,imipenem,letter,meropenem,minimum inhibitory concentration,multilocus sequence typing,nonhuman,nucleotide sequence,penicillin derivative,priority journal,temocillin,unclassified drug,very elderly",102--103,"{Characterisation of OXA-244, a chromosomally-encoded OXA-48-like $\beta$-lactamase from Escherichia coli}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=l607579324 http://dx.doi.org/10.1016/j.ijantimicag.2015.10.015 http://rd8hp6du2b.search.serialssolutions.com?sid=embase{\&}issn=18727913{\&}id=doi:10.1016{\%}2fj.ijantimicag.2015.10.015{\&}atitl,47,2016,1,NA,NA,NA,NA,NA,maybe,brooke,maybe,erica,erica,zach,yes,zm_5.csv,NA,NA,zm_5_3.mex,yes,journal
16821,maybe,potron2009a,article,NA,A Potron and L Poirel and K Elhag and F A Yaqoubi and P Nordmann,0924-8579,International Journal of Antimicrobial Agents,"Oman,Proteus mirabilis,adult,aged,amikacin,antibiotic resistance,atelectasis,aztreonam,bacterial gene,bacterial strain,bacterium isolation,beta lactamase VEB 6,case report,cefotaxime,ceftazidime,ciprofloxacin,clavulanic acid,enzyme synthesis,extended spectrum beta lactamase,female,gene expression,human,letter,male,minimum inhibitory concentration,nonhuman,priority journal,respiratory tract infection,unclassified drug,urinary tract infection",493--494,{VEB-6 extended-spectrum $\beta$-lactamase-producing Proteus mirabilis from Sultanate of Oman},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=l50548206 http://dx.doi.org/10.1016/j.ijantimicag.2009.05.002 http://rd8hp6du2b.search.serialssolutions.com?sid=embase{\&}issn=09248579{\&}id=doi:10.1016{\%}2fj.ijantimicag.2009.05.002{\&}atitle,34,2009,5,NA,NA,NA,NA,NA,yes,erica,maybe,mushtaq,mushtaq,zach,yes,zm_5.csv,NA,NA,zm_5_3.mex,yes,journal
16914,maybe,preechachuawong2015,article,"The purpose of this study was to detect carbapenemase genes in clinical isolates of carbapenem-resistant Enterobacteriaceae (CRE) obtained from patients admitted to Hua-Hin Hospital, Prachuab Khiri Khan Province, Thailand between January and December 2014. Screening of CRE was initially determined using disk diffusion method, and subsequently using modified Hodge test (MHT). Multiplex PCR was employed to amplify carbapenemase genes, blaIMP, blaOXA-48, blaNDM blaKPC, and blaVIM. Of the 624 clinical isolates, seven CRE isolates were identified by the disk diffusion method, but were negative for MHT. Only one isolate, Klebsiella pneumoniae, was found to carry blaNDM-1, encoding New Delhi metallo-beta-lactamase-1, and the remaining CRE isolates were negative for the carbapenemase genes looked at. However, monitoring of carbapenem resistance among Enterobacteriaceae should be for optimal infection control measures.",P Preechachuawong and W Santimaleeworagun and T Jitwasinkul and W Samret,"0125-1562 (print)
