study_id,segment,code_main_cat,code_main,code_identifiers
5181,to the editor:,exclusion, not full text article,NA
5199,transferable plasmid-mediated resistance to linezolid due to cfr in a human clinical isolate of enterococcus faecalis,exclusion,not clinical case in human patient,NA
5200,transferable plasmid-mediated resistance to linezolid due to cfr in a human clinical isolate of enterococcus faecal,exclusion,not clinical case in human patient,NA
5201,"a nalidixic acid-resistant salmonella enteritidis outbreak in popayán, cauc",exclusion, not full text article,NA
521,41,patient,age,NA
521,ceftriaxone,NA,drug resisted,NA
521,ceftazidime,NA,drug resisted,NA
521,1996,exclusion, not first case in country,NA
521,man,patient,sex,NA
521,obese,patient,comorbidities,NA
521,liver cirrhosis,patient,comorbidities,NA
521,pitting oedema,patient,symptoms/disease,NA
521,pre-tibial abrasions,patient,symptoms/disease,NA
521,a. baumannii,bacteria,binomial (genus species),NA
521,amoxicillin,NA,drug resisted,NA
521,amoxicillin/clavulanate,NA,drug resisted,NA
5224,112 clinical isolates,exclusion,not clinical case in human patient,NA
5225,short communication,exclusion, not full text article,NA
5252,"however, nalidixic acid-resistant strains (mic, 32 mg/ liter) exhibiting reduced susceptibility to ciprofloxacin (mics, 0.125 to 1 mg/liter) have emerged and become endemic in south and south-east asia",exclusion, not first case in country,NA
526,the present study reports the first outbreak of pvl-mrsa in a neonatal unit involving the same lineage,exclusion, no resistance or did not name antibiotic/antibiotic,NA
5293,bacteriolog,exclusion,not clinical case in human patient,NA
5298,commentary,exclusion, not full text article,NA
53,relatively,exclusion,review article,NA
5328,u,exclusion,not clinical case in human patient,NA
5335,"vancomycin remains the drug of choice for multidrug resistant methicillin-resistant staphylococcus aureus (mrsa), but reports of treatment failures associated with development of decreased susceptibility have increased",exclusion, not first case in country,NA
5350,to the editor:,exclusion, not full text article,NA
538,"our results confirm the predominance of ctx-m-15 in tunisia. to our knowledge, this is the first report of tem-158 and tem-53 in tunisia.",exclusion, not first case in country,NA
5380,"the pathogen has been isolated infrequently from the skin, throat, nasopharynx and other miscellaneous sites (2 , 3 ) but has not produced a disease state except for one case of endocarditis (4 ).",exclusion, not first case in country,NA
5380,"the pathogen has been isolated infrequently from the skin, throat, nasopharynx and other miscellaneous sites (2 , 3 ) but has not produced a disease state except for one case of endocarditis (4 ).",NA,references for follow up,NA
5380,"4. petit, p.l.c., bok, j.w., thompson, j., buiting, a.g.m. and coyle, m.b. (1994) native-valve endocarditis due to cdc corynefom group anf-3: report of a case and review of corynebacterial endocarditis. clin infec dis 1994: 19: 897-901.",NA,references for follow up,NA
5390,resistant,exclusion,review article,NA
5390,resistant,exclusion,review article,NA
5415,the aim of this study was to investigate the antibiotic susceptibility  and distribution of blavim and blaimp genes in p. aeruginosa isolates from zanjan province of iran.,exclusion, not first case in country,NA
5416,"this case highlights the importance of spreading of the beta-lactamasemediated resistance mechanisms between countries and continents, s",exclusion, not first case in country,NA
5422,correspondence,exclusion, not full text article,NA
543,"we carried out a molecular epidemiological study of s. aureus strains causing infections in 4 hospitals located in annaba, between february and october 2010.",exclusion, not first case in country,NA
5430,"to the best of our knowledge, this clinical case is the first regarding the de novo development of daptomycin resistance with clinical failure to cure mrsa during endocarditis therapy, without previous treatment with vancomycin and without any de novo mutation in mprf, rpob, rpoc, or yycg genes.",exclusion, not first case in country,NA
5454,"the high ratio of antibiotic resistance strains and the presence of class 1 integrons in diarrhoeagenic strains is in accordance with the finding of gassama et al., who also reported integron-associated antibiotic resistance in eaec strains isolated in senegal [57]",exclusion, not first case in country,NA
5498,research notes,exclusion, not full text article,NA
5500,a 12-year s,exclusion,review article,NA
5501,"we describe a case of catheter-related bloodstream infection, in a patient with colon cancer, caused by a  methicillin-sensitive staphylococcus aureus strain, nontypeable by pulsed fi eld gel electrophoresis of smai  macrorestriction fragment analysis, belonging to st398. the patient recovered after daptomycin therapy. this is the fi rst  report that documents the emergence of st398 in greece",exclusion, not first case in country,NA
5569,mycoplasma pneumoniae,bacteria,binomial (genus species),NA
5569,december,NA,event month,NA
5569,2013,NA,event year,NA
5569,december 2013,NA,event date,NA
5569,dry cough,patient,symptoms/disease,NA
5569,persistent fever up to 40.6 8c,patient,symptoms/disease,NA
5569,crepitations on lung examination,patient,symptoms/disease,NA
5569,candida albicans,patient,symptoms/disease,NA
5569,"although the co-occurrence of mutated and nonmutated clones in one sample has already been described,4 this is the first time that a mixture of genotypes showing different mutations that cause macrolide resistance in m. pneumoniae has been detected.",exclusion, not first case in country,NA
5569,"here, we describe the course of m. pneumoniae pneumonia in a boy with severe pre-existing conditions, showing the failure of macrolide therapy with special respect to the molecular characterization of the mycoplasma strain.",NA,article/study aim,NA
5569,15-year-old,patient,age,NA
5569,boy,patient,sex,NA
5569,epilepsy,patient,comorbidities,NA
5569,", spastic tetraplegia",patient,comorbidities,NA
5569,asphyxia,patient,comorbidities,NA
5569,dystrophy necessitating percutaneous endoscopic gastrostomy (peg),patient,comorbidities,NA
5569,recurrent pneumonia,patient,comorbidities,NA
5606,infective endocarditis due to multidrug resistant gram-negative bacilli: single centre experience over 5 year,exclusion,review article,NA
5718,review article,exclusion,review article,NA
5731,correspondence,exclusion, not full text article,NA
574,letters,exclusion, not full text article,NA
5747,bacteria,exclusion,not clinical case in human patient,NA
5755,"n this study, we have identified a new chdl, oxa-198, that belongs to a new group of class d -lactamases in a clinical isolate of p. aeruginosa.",exclusion, not first case in country,NA
5775,blood cultures and an aspirate of a small gluteal abscess that she developed later grew salmonella enteritidis resistant to nalidixic acid.,exclusion, not first case in country,NA
5780,detection of a new erm(x)-mediated antibiotic resistance in egyptian cutaneous propionibacteria,exclusion,not clinical case in human patient,NA
5800,evolution of extensively drug-resistant mycobacte,exclusion,not clinical case in human patient,NA
5811,resistant,exclusion,not clinical case in human patient,NA
5812,"twenty-eight vancomycin (va)–resistant enterococci isolated from different patients (n = 16) and also from the environment (n = 12) were recovered in a tunisian military hospital during 2012–2013. the mechanisms of resistance to va and to other antibiotics as well as the presence of esp and hyl virulence genes were determined in these isolates by pcr,",exclusion, not first case in country,NA
5829,we report a case of osteomyelitis of the proximal tibia in a 10-year-old boy and discuss its management in what is to the authors’ knowledge the first case report of panton-valentine leukocidin-positive ca-mrsa osteomyelitis in a child in the uk.,exclusion, no resistance or did not name antibiotic/antibiotic,NA
5833,brief report,exclusion, not full text article,NA
5839,review article,exclusion,review article,NA
584,helicobacter,exclusion,review article,NA
5866,molecular characterization of stap,exclusion,not clinical case in human patient,NA
5879,"lrsa first emerged in 2004 only in cystic fibrosis (cf) patients, with 11 lrsa-infected cf patients being identified by 2009",exclusion, not first case in country,NA
5880,"in the present work, we communicate the first description of genetically related kpc-kp isolates recovered from patients residing in an ltach. we further demonstrate their genetic similarity to the dominant strain observed throughout the usa.",exclusion, not first case in country,NA
5884,letter to the editor,exclusion, not full text article,NA
5919,shor t r e por t,exclusion, not full text article,NA
5928,his antibiotic coverage was eventually changed to tigecycline to cover both organisms after he developed a drug rash to piperacillin–tazobactam.,exclusion, no resistance or did not name antibiotic/antibiotic,NA
593,we report the first documented case of bacteremia caused by a dysgonomonas species in a patient undergoing hemodialysis and a new case of bacteremia caused by d. capnocytophagoides in a patient with biliary tract infection.,exclusion, no resistance or did not name antibiotic/antibiotic,NA
594,"in conclusion, we describe the first case of an s. lutetiensis isolate harboring the lnub gene, highlighting that monitoring antibiotic resistance in members of the s. bovis group is necessary not only to detect new resistance mechanisms but also in cases in which clindamycin could be a therapeutic option",exclusion, not first case in country,NA
595,letters,exclusion, not full text article,NA
5959,spread of ndm-2-producing acinetobacter baumannii in the middle ea,exclusion,review article,NA
5960,"until recently, a. baumannii isolates bearing chdls in spain were related mainly to oxa-24",exclusion, not first case in country,NA
598,to study the molecular epidemiology of vancomycin-resistant enterococcus (vre) colonization and to identify modifiable risk factors among patients with hematologic malignancies.,exclusion, not first case in country,NA
60,short reports,exclusion, not first case in country,NA
6029,"nocardia amikacinitolerans sp. nov., an amikacinresistant human pathoge",exclusion,non-bacterial pathogen (e.g. viral),NA
603,evaluation of,exclusion,not clinical case in human patient,NA
6036,human infections due to pseudomonas chlororaphis and pseudomonas oleovorans harboring new blavim-2-borne integron,exclusion,not clinical case in human patient,NA
6050,letter,exclusion, not full text article,NA
6092,strain appeared to be highly susceptible to several different b-lactams,exclusion, not first case in country,NA
6092,strain appeared to be highly susceptible to several different b-lactams,NA,notes,NA
610,short report,exclusion, not full text article,NA
6103,"the aim of the study was to evaluate the prevalence of h pylori resistance to metronidazole, clarithromycin, tetracycline, amoxicillin, erythromycin and furazolidone in authors pediatric patients.",exclusion, not first case in country,NA
611,outbreaks of carbapenem-resistant klebsiella (crkp) in the united states and worldwide are increasingly recognized,exclusion, not first case in country,NA
6129,"emergence of vand-type vancomycin-resistant enterococcus faecium in stockholm, sweden",exclusion,not clinical case in human patient,NA
6136,emergence of new delhi metallo-b-lactamase type 1-producing enterobacte,exclusion,review article,NA
614,"although, 63% of eustachian valve endocarditis is caused by staphylococcus aureus,  we report the first case of vancomycin resistant staphylococcus aureus and first case related to implantable  venous access systems.",exclusion, not first case in country,NA
6142,research letters,exclusion, not full text article,NA
617,"fosfomycin resistance in escherichia coli is rare in the  united states. an extended-spectrum β-lactamase–producing e. coli clinical strain identified in pennsylvania, usa, showed high-level fosfomycin resistance caused by the fosa3 gene.",exclusion, not first case in country,NA
619,literature review,exclusion,review article,NA
6194,"this study determined the antibiotic resistance and molecular epidemiology of cnsab isolates from a referral burn center in tehran, iran",exclusion, not first case in country,NA
6221,drug resistance in  s,exclusion,review article,NA
6224,"enteritidis from 45 countries reveals the existence of a global epidemic clade and two novel clades  of s. enteritidis that are each geographically restricted to distinct regions of africa. the african  isolates display genomic degradation, a novel prophage repertoire and have an expanded,  multidrug resistance plasmid",exclusion, not first case in country,NA
623,acinetobacter baumannii : emergence of four strains with novel bla oxa-51like genes in patients with diabetes mellitu,exclusion, not first case in country,NA
6257,"production of kpc-2 and ndm-1 by p112298-kpc and p112298-ndm, respectively, makes c. freundii 112298 highly resistant to carbapenems and, moreover, these two plasmids still harbour genes for resistance to cephalosporins, chloramphenicol, chromate, fosfomycin, quaternary ammonium, rifampicin and sulphonamides",exclusion, not first case in country,NA
626,"the initial reports by funke et al. and joussen et al. showed almost uniform susceptibility of c. macginleyi to commonly used topical antibiotics, with some resistance to erythromycin and clindamycin being observed (9, 11)",exclusion, not first case in country,NA
627,outbreak of uncommon o4 nonagglutinating salmonella typhimurium,exclusion, no resistance or did not name antibiotic/antibiotic,NA
6289,first report of the globally disseminated incx4 plasmid carrying the mcr-1 gene in a colistin-resistant escherichia coli sequence type 101 isolate from a human infection in brazil,exclusion, not first case in country,NA
6292,our main results indicate escherichia coli and klebsiella spp. are among the most frequent enterobacteria (46% and 30% respectively) with esbl production in 72% of enterobacteriaceae isolates from ssti.,exclusion, not first case in country,NA
63,"between 1995 and 2008 ten xdr-tb cases were reported in the uk, five of whom died [3].",exclusion, not first case in country,NA
63,"between 1995 and 2008 ten xdr-tb cases were reported in the uk, five of whom died [3].",NA,references for follow up,NA
63,"[3] tuberculosis in the uk: annual report on tuberculosis surveillance in the uk 2009. london: health protection agency, centre of infections; december 2009.",NA,references for follow up,NA
6306,characterization,exclusion,not clinical case in human patient,NA
6342,letters to the editor,exclusion, not full text article,NA
6344,one hundred forty-six clinical samples were ob,exclusion,not clinical case in human patient,NA
6351,"the detection of the st225 clone in brazil must be  considered with special attention because it has been associated with resistance to tetracycline and ciprofloxacin.  in addition, st225 was recently associated with reduced  susceptibility to ceftriaxone (monfort et al. 2009, whiley et al 2010).",exclusion, not first case in country,NA
6362,"we performed a systematic approach and analyzed a total of 97 m. tuberculosis strains from previously treated patients in sierra leone for mutations in katg, rpob, rrs, rpsl, gidb, embb, pnca and where applicable in inha and ahpc. of the strains investigated 50 were either monoor poly-resistant to isoniazid, rifampin, streptomycin, ethambutol and pyrazinamide or mdr and 47 fully susceptible strains served as controls",exclusion, not first case in country,NA
6414,"usa, 2007",exclusion, not first case in country,NA
644,nosocomial outbreaks  caused by glycopeptide-resistant enterococci  are increasingly being reported in turkey,exclusion, not first case in country,NA
644,nosocomial outbreaks  caused by glycopeptide-resistant enterococci  are increasingly being reported in turkey,NA,notes,NA
6453,first well-described case of purpura fulminans due to community-associated methicillin-resistant s aureus,exclusion, not first case in country,NA
6468,table 1 mics determinated by broth microdilution method for ofn 09.174 strain,exclusion, no resistance or did not name antibiotic/antibiotic,NA
6491,"extended-spectrum b-lactamase (esbl) or carbapenemase genes have been described, including a vim-2-producing enterobacter spp. recently reported in venezuela [4,5]",exclusion, not first case in country,NA
6555,this is also the first reported case of an esbl-producing e. coli causing endocarditis.,exclusion, not first case in country,NA
6571,increased incidence of ca-mrsa endocarditis is a challenge for the internist to choose the best empirical therapy.,exclusion, not first case in country,NA
6571,we report here the first case of endocarditis due to ca-mrsa not associated with healthcare contact in brazil in brazil.,exclusion, not first case in country,NA
6588,"we report the case of a 37-years-old intravenous drug abuser, who was diagnosed with infective endocarditis  of the mitral and aortic valve.",exclusion, no resistance or did not name antibiotic/antibiotic,NA
6591,short communication,exclusion, not first case in country,NA
6596,detection of a new extended-spectrum oxacill,exclusion,review article,NA
6660,the future prospects of regulating in the interest of public  health under the trans pacific partnership agreement: the  example of agricultural antibiotic use,exclusion, not full text article,NA
6679,prevalence of vancomycin-resistant enterococcus fecal  colonizatio,exclusion,not clinical case in human patient,NA
669,the aim of this study was to assess the epidemiology and molecular basis of the infection and dissemination process of oxa-58-producing a. baumannii in a hospital setting.,exclusion, not first case in country,NA
6693,in this issue,exclusion, not first case in country,NA
6695,short report,exclusion,review article,NA
6697,brief report,exclusion, not full text article,NA
6720,intra-operative cultures confirmed the infecting organism to be edwardsiella tarda which was sensitive to late-generation cephalosporins and vancomycin. he was successfully treated with a staged revision total hip arthroplasty with an antibiotic spacer and has been infection-free since.,exclusion, no resistance or did not name antibiotic/antibiotic,NA
6794,clinical failure of vancomycin in a dialysis patient with  methicillin-susceptible vancomycin-heteroresistant s. aureus,exclusion, no resistance or did not name antibiotic/antibiotic,NA
6806,note,exclusion, not first case in country,NA
6824,research note,exclusion,not clinical case in human patient,NA
6828,rapid,exclusion, not first case in country,NA
6829,"here, we described an  outbreak of kpc-producing k. pneumoniae  occurring in a large italian hospital",exclusion, not first case in country,NA
6870,first,exclusion,not clinical case in human patient,NA
6890,trends in a,exclusion,review article,NA
6901,"raoultella planticola is increasingly recognized as a  clinically relevant pathogen, implicated in bacteremia, soft  tissue, urinary and gastrointestinal tract-related infections  [2]. to our knowledge, we present the first documented  case of uti from r. planticola in a female.",exclusion, not first case in country,NA
6901,"it is interesting that despite multiple risk factors (recurrent uti, older age, hydronephrosis,  and residence in a nursing home), we isolated r. planticola susceptible to carbapenems, cephalosporins, aztreonam,  piperacillin-sulbactam, quinolones, and tigecycline.",exclusion,did not name antibiotic or antibiotic combo used,NA
6927,pkbus13,exclusion,not clinical case in human patient,NA
6937,"to the best of our knowledge, this is the first report of l. adecarboxylata harbouring transferable resistance genes to quinolones, chloramphenicol and rifampicin as well as a plasmidic class c b-lactamase",exclusion, not first case in country,NA
6938,"we confirm the presence of mrsa carrying the mecc gene in spain,",exclusion, no resistance or did not name antibiotic/antibiotic,NA
6959,community-associated  mrsa,exclusion, not first case in country,NA
6963,"we determined the prevalence of gyra mutations conferring fluoroquinolone resistance in 97 helicobacter pylori isolates collected in france from 2007 to 2010. ninety-four harbored one or two mutations already found in the quinolone resistance determining region (qrdr) of gyra (for t87i, n  23; for n87k, n  32; for d91n, n  30; for d91g, n  7; for d91y, n  6), 2 harbored a mutation never previously described (d91h and a88p), and one strain was resistant (ciprofloxacin mic of 8 mg/liter) without a detected mutation conferring this resistance in gyra or gyrb genes",exclusion, not first case in country,NA
6992,premier cas d’infection a enterococcus faecalis résistant à la vancomycine en nouvelle calédonie,exclusion,review article,NA
6995,"recent reports globally suggest that resistance to erythromycin and clindamycin may be increasing; hence, a study was undertaken to promote an evidence base for local clinical guidelines.",exclusion,review article,NA
7010,"the study shows: 1, novel variants of the h. pylori 23s rrna gene; and 2, a high prevalence of h. pylori displaying primary clarithromycin resistance with low level of mic in an urban area of the metropolitan region of chile",exclusion, not first case in country,NA
7010,"coexistence of clarithromycinresistant and clarithromycin-sensitive strains in the same geographic area and in the same patient, including cases with no history of clarithromycin exposure, has been previously reported [19,20]",exclusion, not first case in country,NA
7014,"outbreaks of carbapenemase-producing strains have been reported in germany,2-4 and clusters of oxa-48 klebsiella pneumoniae and oxa-23 acinetobacter baumannii cases have been observed in our institution on admission of medical tourists who obtained their colonization abroad.",exclusion, not first case in country,NA
7016,"the s. cohnii, s. hominis,  and s. sciuri isolates analyzed in this study showed a high methicillin resistance and resistance to other antimicrobials.",exclusion, not first case in country,NA
7069,letters,exclusion, not full text article,NA
7189,january,NA,event month,NA
7189,staphylococcus aureus,bacteria,binomial (genus species),NA
7189,resistant,exclusion, not first case in country,NA
7189,2005,NA,event year,NA
7189,42,patient,age,NA
7189,man,patient,sex,NA
7189,university hospital of larissa,location,hospital name,NA
7189,greece,location,country,NA
7189,fever,patient,symptoms/disease,NA
7189,malaise,patient,symptoms/disease,NA
7189,productive cough,patient,symptoms/disease,NA
7220,resistant,exclusion,not clinical case in human patient,NA
7243,to study the prevalence pattern and trends in the phenotypic and genetic characteristics of shigellae,exclusion, not first case in country,NA
7265,letters,exclusion, not full text article,NA
728,this study was done to determine  the frequency of esbl-producing e coli and k pneumoniae species  isolated from urine samples of our patients.,exclusion, not first case in country,NA
7286,national outbreak of multidrug resistant salmonellaheidelberg infections linked to a single poultry company,exclusion, no resistance or did not name antibiotic/antibiotic,NA
73,this study was conducted to investigate the prevalence and molecular epidemiology of s. aureus and mrsa nasal carriage among outpatients attending primary health care centers in two big cities in both countries.,exclusion,not clinical case in human patient,NA
730,molecular characterization of staphylococcus aureus isolates transmitted between patients with buruli ulce,exclusion,not clinical case in human patient,NA
7327,research letters,exclusion, not full text article,NA
7328,"although infection with w. falsenii remains rare, this bacterium should not be underestimated, mainly because of its natural resistance to many available antibiotics.",exclusion,did not name antibiotic or antibiotic combo used,NA
7340,multipl,exclusion,review article,NA
7340,multipl,exclusion,review article,NA
7365,"n h. influenzae, resistance to β-lactams associated with pbp3 modifications is increasing worldwide (garcía-cobos et al., 2008; resman et al., 2012; tristram et al., 2007). recently, this mechanism of resistance has also been detected in both h. parainfluenzae and h. haemolyticus (garcía-cobos et al., 2013; tristram et al., 2008; witherden and tristram, 2013). this is the first report describing the presence of modified pbp3 in “h. quentini”, although both our isolate and reference ccug strain exhibited mics for aminopenicillins within the susceptibility range, even if with increased values",exclusion, not first case in country,NA
7416,this is the first case of multidrug-resistant pseudomonas aeruginosa endophthalmitis following pars plana vitrectomy with silicone oil treated successfully with piperacillin/tazobactam,NA,notes,NA
7416,case report,NA,article/study aim,NA
7416,"within 3 days, cultures grew out pseudomonas aeruginosa which was resistant to all antibiotics except piperacillin/tazobactam and imipinem, by kirby–bauer disc diffusion method.",exclusion, no resistance or did not name antibiotic/antibiotic,NA
7442,letters,exclusion, not full text article,NA
746,"to the editor,",exclusion, not full text article,NA
7483,nosocomial outbreak,exclusion, not first case in country,NA
7495,emergence,exclusion,review article,NA
7548,review,exclusion,review article,NA
7553,"our patient is the seventh individual identified in the united states with an ndm1–producing enterobacteriaceae (personal communication with the centers for disease control and prevention [cdc]), and he had the first clinical isolate of ndm-1 salmonella species described in the literature.",NA,notes,NA
7553,minimum inhibitory concentrations (mics) were interpreted according to current clinical laboratory standards institute guidance2 with additional testing using the etest mbl (biome´rieux) and the modified hodge test for enterobacteriaceae with an elevated mic to ertapenem (11 mg/ml).,exclusion, no resistance or did not name antibiotic/antibiotic,NA
7582,"in this study, we analyzed the complete nucleotide sequence of pbfuk1 to determine whether it contains the cfia promoter and iss, as well as its possible origin.",exclusion, no resistance or did not name antibiotic/antibiotic,NA
7587,po st er pr e s en ta tion,exclusion, not full text article,NA
7594,"the prevalence of resistance to  clarithromycin, metronidazole, clarithromycin, tetracycline, amoxicillin, rifampin, and levofloxacin were 68.2%  (n=75), 25.5% (n=28), 24.5% (n=27), 19.1% (n=21), 18.2% (n=20) and 16.4% (n=18), respectively. frequency  of multidrug resistance among h. pylori isolates was 12.7%.",exclusion, not first case in country,NA
7645,"9 the first report of an oxa-48 producer in tunisia was in 2006, and since then, numerous cases have been reported.1,4,9,10,22",exclusion, not first case in country,NA
7645,"9 the first report of an oxa-48 producer in tunisia was in 2006, and since then, numerous cases have been reported.1,4,9,10,22",NA,references for follow up,NA
7645,"ben nasr, a., d. decre´, f. compain, n. genel, f. barguellil, and g. arlet. 2013. emergence of ndm-1 in association with oxa-48 in klebsiella pneumoniae from tunisia. antimicrob. agents chemother. 57:4089–4090.",NA,references for follow up,NA
7676,we report the second pediatric case of new delhi metallo-βlactamase-1–producing enterobacteriaceae in the united states,exclusion, not first case in country,NA
7676,"he cdc reported the first 3 cases in the united  states in 2010,3  and as of june 22, 2012, a total of 13 cases have  been reported in the united states.4",NA,references for follow up,NA
7676,"3. centers for disease control and prevention. detection of enterobacteriaceae  isolates carrying metallo-beta-lactamase united states, 2010. mmwr  morb mortal wkly rep. 2010;59:750.",NA,references for follow up,NA
7716,"o describe an outbreak of crkp in puerto rico, determine risk factors for crkp acquisition, and detail the successful measures taken to control the outbreak.",exclusion, not first case in country,NA
7756,pathogen,exclusion,non-bacterial pathogen (e.g. viral),NA
7762,emergence,exclusion,review article,NA
7772,skin and soft tiss,exclusion,not clinical case in human patient,NA
7778,experts’ opinion,exclusion, not full text article,NA
7786,"s aureus is among the most common causes of life-threatening bacterial infections worldwide, with increasing  incidence of bacteremia, ie, and severe respiratory tract  and musculoskeletal infections.5,11 treatment is complicated by the emergence of methicillin-resistant strains.5 approximately 1.5% of the us population is colonized  with mrsa, and invasive disease develops in 20 to 40  per 100,000 every year10-12; nearly 14% of cases are  community-acquired.",exclusion, not first case in country,NA
7831,irst isola,exclusion, not full text article,NA
7871,dispatches,exclusion, not full text article,NA
7940,emerging resistance to carbapenems in a tertiary care hospital in north i,exclusion,not clinical case in human patient,NA
7940,emerging resistance to carbapenems in a tertiary care hospital in north i,exclusion,not clinical case in human patient,NA
7960,"however,  recently, there has also been emergence  of ceftriaxone resistant strains, limiting the  treatment option.[7,8]",exclusion, not first case in country,NA
7970,an attempt is therefore made to study the rate of isolation and antimicrobial susceptibility pattern of 5a/míinír//o paratyphi a from cases of enteric fever coming to a tertiary care hospital at c bandigarh.,exclusion, not first case in country,NA
7979,transmission o,exclusion,not clinical case in human patient,NA
7985,"e examined the m. genitalium prevalence in males attending an sti clinic in moscow, russia from december 2006 to january 2008, investigated treatment efficacy with josamycin in male urethritis, and monitored the m. genitalium dna eradication dynamics and selection of macrolide resistance in m. genitalium during this treatment.",exclusion, not first case in country,NA
8015,"there is a high rate of pulmonary tb in zambian prisons, with significant rates of drug resistance and mdr-tb, highlighting the need for active surveillance and treatment programs.",exclusion, not first case in country,NA
8034,letters to the editor,exclusion, not full text article,NA
8057,detection,exclusion,not clinical case in human patient,NA
8062,"in japan, imp-1 and imp-6 have been reported to be spreading latently (2-5)",exclusion, not first case in country,NA
8067,we retrospectively identified 179  isolates in a clinical database.,exclusion, not first case in country,NA
8093,letter to the editor,exclusion, not full text article,NA
8094,66,patient,age,NA
8094,died,patient,outcome,NA
8094,a case of new d,exclusion, no resistance or did not name antibiotic/antibiotic,NA
8094,female,patient,sex,NA
8094,27,NA,event day,NA
8094,august,NA,event month,NA
8094,2008,NA,event year,NA
8094,netherlands,location,country,NA
8094,k. pneumoniae,bacteria,binomial (genus species),NA
8094,73,patient,age,NA
8094,female,patient,sex,NA
8173,letters to the edito,exclusion, not full text article,NA
820,"we present the first case of mdrvs osteomyelitis of the mandible successfully treated with sequential intravenous then oral moxifloxacin, and review the literature on the subject.",exclusion, no resistance or did not name antibiotic/antibiotic,NA
8336,75,patient,age,NA
8336,woman,patient,sex,NA
8336,vertigo,patient,symptoms/disease,NA
8336,hypertension,patient,comorbidities,NA
8336,type 2 diabetes,patient,comorbidities,NA
8336,psoriasis,patient,comorbidities,NA
8336,dyslipidemia,patient,comorbidities,NA
8336,staphylococcus petten,exclusion, no resistance or did not name antibiotic/antibiotic,NA
8375,emerging resistance to newer antimicrobial agents among shigella iso,exclusion,not clinical case in human patient,NA
841,"this study increases the understanding of the burden of multidrug-resistant s. typhimurium infection. nosocomial outbreaks have a major effect on healthcare delivery, costs and outcomes.",exclusion, not first case in country,NA
8472,"the global emergence and spread of these carbapenem-hydrolysing b-lactamases in recent years is of particular concern because carbapenems, such as meropenem and imipenem, are recommended as first-line antimicrobial therapy for severe infections caused by extended-spectrum b-lactamase (esbl)-producing enterobacteriaceae. mbls, including the new delhi metallo-b-lactamase, and oxa48-like carbapenemases have already been detected and reported among enterobacteriaceae in new zealand",exclusion, not first case in country,NA
8478,"thilesen cm , bj ø rang o , skrede t , aronsen t , aasn æ s b ,  sundsfjord a , et al . emergence of mutation-based linezolidresistant invasive enterococcus faecalis in a haemodialysis  patient in norway . apmis 2014 ; 122 : 83 – 4 .",NA,references for follow up,NA
8478,"linezolid-resistant enterococci have only been  reported twice in scandinavia [3,9]",NA,references for follow up,NA
8478,"linezolid-resistant enterococci have only been  reported twice in scandinavia [3,9]",exclusion, not first case in country,NA
8478,norway,location,country,NA
8498,letter to the editor,exclusion, not full text article,NA
85,"we describe the first case, to our knowledge, of disseminated mycobacterium bovis bacillus  calmette-guérin infection in a child with bare lymphocyte syndrome type ii after undergoing  hematopoietic stem cell transplantation (hsct).",exclusion, not first case in country,NA
85,"we describe the first case, to our knowledge, of disseminated mycobacterium bovis bacillus  calmette-guérin infection in a child with bare lymphocyte syndrome type ii after undergoing  hematopoietic stem cell transplantation (hsct).",NA,notes,NA
8608,resistant,exclusion,not clinical case in human patient,NA
8610,"whereas cases of  ca-mrsa pneumonia have now been reported from almost every continent, the overall burden of disease of this  emerging syndrome remains incompletely described. we report two related cases of community-onset pneumonia  due to the mrsa usa300 genotype and review the literature regarding the emergence of ca-mrsa pneumonia.",exclusion, not first case in country,NA
8611,research,exclusion,review article,NA
8616,the aim of this study was to investigate the molecular epidemiology and the mechanism of increasing antimicrobial resistance observed in sequential a. baumannii isolates recovered from a patient during a prolonged hospitalization.,exclusion, not first case in country,NA
8618,note,exclusion, not full text article,NA
8666,letters,exclusion, not full text article,NA
8670,"we reviewed the current literature regarding clinical outcomes following kpc infections, with a specific effort to summarize the clinical data available for specific antimicrobial agents.",exclusion,review article,NA
8702,diagnostic dilemma,exclusion, not full text article,NA
8708,mdrab was first noticed in our hospital in 2002.,exclusion, not first case in country,NA
8708,mdrab was first reported in taiwan in 1998 [3],exclusion, not first case in country,NA
8708,mdrab was first reported in taiwan in 1998 [3],NA,references for follow up,NA
8708,"3. kuo lc, teng lj, yu cj, ho sw, hsueh pr. dissemination of a clone of unusual phenotype of pandrug-resistant acinetobacter baumannii at a university hospital in taiwan. j clin microbiol. 2004;42:1759-63",NA,references for follow up,NA
8709,"the antimicrobial resistance patterns and associated determinants in streptococcus suis isolated from humans in southern vietnam, 1997-2008",exclusion, not first case in country,NA
873,high prevalence of mupirocin resistance in staphylococcus aureus isolates from a pediatric population,exclusion,not clinical case in human patient,NA
8750,correspondence,exclusion, not full text article,NA
8752,"infections with vre become an increasing problem,11 especially on intensive care units, and patients with vre bacteraemias are more likely to die compared to those with bacteraemias caused by enterococci susceptible to vancomycin.12",exclusion, not first case in country,NA
877,"we present a case of pd-associated mrsa peritonitis that was successfully treated with tigecycline, a novel antibiotic",exclusion, not first case in country,NA
877,"we present a case of pd-associated mrsa peritonitis that was successfully treated with tigecycline, a novel antibiotic",NA,notes,NA
8810,temporal,exclusion,not clinical case in human patient,NA
