,links,title
361,www.promedmail.org/post/3626184,"Salmonellosis, st Poona - USA: Mexican cucumbers, alert, recall"
1147,www.promedmail.org/post/4890694,"Salmonellosis, st Typhimurium - Spain: (MD) playground sand, 2016"
1186,www.promedmail.org/post/5191390,"Salmonellosis, st Typhimurium - USA (02): laboratory-acquired"
337,www.promedmail.org/post/2511450,"Salmonellosis, st. Heidelberg - USA (05): chicken, continued alert"
353,www.promedmail.org/post/2667965,"Salmonellosis, st. Heidelberg - USA (08): chicken"
514,www.promedmail.org/post/5215415,"Salmonellosis, st. Typhimurium - Brazil: ST313"
1083,www.promedmail.org/post/4290433,Salmonid rickettsial septicemia - Chile
978,www.promedmail.org/post/4109374,"Sarocladium kiliense fungemia - Colombia, Chile: contam iv med, 2013-14"
265,www.promedmail.org/post/875566,Scrub typhus - India (02): (NL)
365,www.promedmail.org/post/2966397,"Sea star wasting syndrome - North America: pacific coast, viral etiology"
1167,www.promedmail.org/post/5062156,Seal finger - Canada: (BC)
817,www.promedmail.org/post/5137770,"Sepsis - Venezuela: (Caracas) fatal, pediatric hemodialysis unit"
787,www.promedmail.org/post/8927,"Serratia marcescens, hospital, neonatal - Honduras (S.Pedro Sula)"
793,www.promedmail.org/post/2204737,Shigellosis - Central African Republic (north)
528,www.promedmail.org/post/4994414,Shigellosis - India: (TG) increasing fluoroquinolone resistance
394,www.promedmail.org/post/3304271,Shigellosis - UK: (England) MSM
341,www.promedmail.org/post/2559597,Shigellosis - USA
1173,www.promedmail.org/post/5127082,"Shigellosis - USA (02): (PA, CA, FL)"
1153,www.promedmail.org/post/4983680,Shigellosis - USA: CDC recommendations regarding fluoroquinolones
1172,www.promedmail.org/post/5086901,Shigellosis - Viet Nam: (LI)
1145,www.promedmail.org/post/30488,"Shigellosis, baby corn - Denmark, Australia ex Thailand"
1091,www.promedmail.org/post/2197628,"Shigellosis, daycare centers - USA (Indiana) (02)"
556,www.promedmail.org/post/25780,"Shigellosis, Thai baby corn - Denmark"
732,www.promedmail.org/post/2208992,"Shigellosis, unpasteurized milk curds, 2004 - Lithuania (Vilnius)"
199,www.promedmail.org/post/201276,"Smallpox vaccination, adverse events - USA: prog. vaccinia"
56,www.promedmail.org/post/2196475,St. Louis encephalitis -USA(New York City):Comment(02)
494,www.promedmail.org/post/4640552,"Staph. aureus - USA: (NC) livestock-associated, farm workers"
351,www.promedmail.org/post/2612645,"Staph. aureus (MRSA) - Australia: porcine, 1st report"
397,www.promedmail.org/post/2725468,"Staph. aureus (MRSA) - Denmark: porcine, human, ST398, increased incidence"
791,www.promedmail.org/post/3519015,"Staph. aureus (MRSA) - UK: meat products, ST398"
1129,www.promedmail.org/post/1825814,"Staph. aureus (MRSA) - USA: (NC) livestock-associated, farm workers"
260,www.promedmail.org/post/817850,"Staph. aureus (MRSA), comm acq - Canada: (BC) rower"
654,www.promedmail.org/post/6397,"Staph. aureus (MRSA), comm. acq., human, equine - Canada"
238,www.promedmail.org/post/50568,"Staph. aureus (MRSA), comm. acq., MSM - USA: (MA, CA)"
100,www.promedmail.org/post/2203463,"Staph. aureus (MRSA), community acq. - Canada (Ontario)"
103,www.promedmail.org/post/2205949,"Staph. aureus (MRSA), community acq. - Japan"
1002,www.promedmail.org/post/2203464,"Staph. aureus (MRSA), Community acq. - Netherlands"
759,www.promedmail.org/post/2206162,"Staph. aureus (MRSA), community acq. - Uruguay"
868,www.promedmail.org/post/2203264,"Staph. aureus (MRSA), community acq. - USA (CA)"
99,www.promedmail.org/post/2203276,"Staph. aureus (MRSA), community acq. - USA (CA) (02)"
615,www.promedmail.org/post/2203426,"Staph. aureus (MRSA), community acq. - USA (CA) (03)"
734,www.promedmail.org/post/2203448,"Staph. aureus (MRSA), community acq. - USA (MA)"
949,www.promedmail.org/post/2203323,"Staph. aureus (MRSA), community acq. - USA (NY)"
490,www.promedmail.org/post/2202873,"Staph. aureus (MRSA), community acq. - USA (TX) (02)"
624,www.promedmail.org/post/2208515,"Staph. aureus (MRSA), community acq., tattoos - USA (VT)"
170,www.promedmail.org/post/84718,"Staph. aureus (MRSA), human, livestock - UK: (Scotland)"
144,www.promedmail.org/post/36106,"Staph. aureus (MRSA), human, porcine - Canada, USA"
1063,www.promedmail.org/post/150110,"Staph. aureus (MRSA), human, swine - USA: (IA, IL)"
193,www.promedmail.org/post/163806,"Staph. aureus (MRSA), human, zoo elephant - USA (02): (CA) 2008 add"
939,www.promedmail.org/post/2205510,"Staph. aureus (MRSA), prison - USA (FL)"
1061,www.promedmail.org/post/2206209,"Staph. aureus (MRSA), prisons - USA (North Carolina)"
1159,www.promedmail.org/post/5016134,"Staph. aureus, (MRSA) - Canada: (QC) enterocolitis, antibiotic associated"
445,www.promedmail.org/post/2196858,"Staph. aureus, MRSA - UK (Wales, W.Midlands)"
76,www.promedmail.org/post/2199935,"Staph. aureus, MRSA, imported - Canada ex UK"
19,www.promedmail.org/post/2191851,"Staph. aureus, reduced susceptibility to Vancomycin (02)"
59,www.promedmail.org/post/2190893,"Staph. aureus, vancomycin resistance - Japan (05)"
44,www.promedmail.org/post/2190900,"Staph. aureus, vancomycin resistance - Japan (06)"
1072,www.promedmail.org/post/2195923,"Staph. aureus, VISA - UK (Scotland)"
97,www.promedmail.org/post/2203071,"Staph. aureus, VISA -UK-(Scotland)"
315,www.promedmail.org/post/1619403,Staphylococcal skin infections - France: (Reunion) seawater exposure
67,www.promedmail.org/post/2197844,"Staphylococcus aureus, MRSA - New Zealand"
1015,www.promedmail.org/post/3436565,"Staphylococcus aureus, MSSA - France: (Mayotte) 2014, PVL-positive, S. argenteus"
675,www.promedmail.org/post/2192797,"Staphylococcus, drug-resist., community acquired - USA"
1093,www.promedmail.org/post/389403,"Stenotrophomonas maltophilia, equine - Denmark: resp. infection"
165,www.promedmail.org/post/77862,"Strep. equi zooepidemicus, canine - USA: (WI)"
1175,www.promedmail.org/post/5142211,"Strep. Group B - USA: (OR) neonatal infection, maternal placenta ingestion"
113,www.promedmail.org/post/2209627,"Strep. pneumoniae, non-vaccine strain emergence - USA (AK)"
31,www.promedmail.org/post/2191811,"Strep. pneumoniae, penicillin resistance and otitis media"
16,www.promedmail.org/post/2191827,"Strep. pneumoniae, penicillin resistance and otitis media (02)"
20,www.promedmail.org/post/2191853,"Strep. pneumoniae, penicillin resistance and otitis media (03)"
213,www.promedmail.org/post/334393,"Strep. pneumoniae, vaccination adverse events - Netherlands: alert"
585,www.promedmail.org/post/765671,"Streptococcus group A, scarlet fever - China (02): (HK,MO)"
998,www.promedmail.org/post/769652,"Streptococcus group A, scarlet fever - China (07): (HK, MO)"
826,www.promedmail.org/post/975147,"Streptococcus group A, scarlet fever - China (13): (Shanghai)"
402,www.promedmail.org/post/1019357,"Streptococcus group A, scarlet fever - China: (HK) toxic shock"
244,www.promedmail.org/post/646994,"Streptococcus pneumoniae, invasive disease - Canada: (MB) RFI"
921,www.promedmail.org/post/9939,"Streptococcus pneumoniae, non-vaccine strain emergence - USA (AK)"
125,www.promedmail.org/post/5467,"Streptococcus pneumoniae, serotype 5 - Canada (BC)"
474,www.promedmail.org/post/4395408,Streptococcus zooepidemicus - USA: (WA) fatal
804,www.promedmail.org/post/764064,"Streptococcus, group A, scarlet fever, fatal - China: (HK) RFI"
835,www.promedmail.org/post/9977,"Streptomyces common scab, potato - USA (ID): new strain"
301,www.promedmail.org/post/1644415,Strongyloidiasis - USA: organ transplants
878,www.promedmail.org/post/2202127,"Sudden death syndrome, soybean - USA (DE &amp; MD)"
1073,www.promedmail.org/post/2361445,"Syphilis - Australia: (VI) increased incidence, MSM, HIV co-infection"
354,www.promedmail.org/post/2715216,"Syphilis - Canada (02): (BC) rising incidence, predominantly MSM, HIV coinfect."
782,www.promedmail.org/post/2515344,"Syphilis - Cuba: rising incidence, enhanced detection"
778,www.promedmail.org/post/2889992,"Syphilis - Germany: (ST) rising incidence, RFI"
679,www.promedmail.org/post/3351831,"Syphilis - Israel: (Tel Aviv) incr. freq., refugees, foreign workers, RFI"
379,www.promedmail.org/post/3101169,"Syphilis - New Zealand: increased incidence, MSM, urban centers"
221,www.promedmail.org/post/2601830,"Syphilis - Sweden: rising incidence, decreasing condom use"
440,www.promedmail.org/post/3117107,"Syphilis - USA (02): (OH) MSM, rapid point-of-care test"
505,www.promedmail.org/post/3215175,"Syphilis - USA (03): (AZ) rising incidence, MSM, smartphone apps"
476,www.promedmail.org/post/2327516,"Syphilis - USA (04): (NY) increased incidence, MSM, mobile phone apps"
386,www.promedmail.org/post/3239070,"Syphilis - USA (04): (WA, CA) ocular, MSM"
1098,www.promedmail.org/post/2360316,"Syphilis - USA (05): (NE) increased incidence, MSM"
535,www.promedmail.org/post/3290818,"Syphilis - USA (06): (AK) rising incidence, MSM, smartphone apps, update"
843,www.promedmail.org/post/2376693,Syphilis - USA (06): (TX) rising incidence
384,www.promedmail.org/post/3304654,"Syphilis - USA (07): rising incidence, MSM, lack of condom use"
520,www.promedmail.org/post/2470763,"Syphilis - USA (07): rising incidence, predominantly MSM"
338,www.promedmail.org/post/2513266,"Syphilis - USA (08): (AK,OR) rising incidence, MSM, social networking apps"
398,www.promedmail.org/post/3332545,"Syphilis - USA (08): (PA) rising incidence, RFI"
339,www.promedmail.org/post/2556753,"Syphilis - USA (09): (CA) rising incidence, predominantly MSM"
356,www.promedmail.org/post/2748972,Syphilis - USA (10): (AZ) rising incidence
367,www.promedmail.org/post/4592694,"Syphilis - USA (11): (OR) rising incidence, men &amp; women"
366,www.promedmail.org/post/2980517,Syphilis - USA (13): (PA) MSM
523,www.promedmail.org/post/3040801,"Syphilis - USA (14): MSM, southern states"
377,www.promedmail.org/post/3085761,Syphilis - USA: rapid point-of-care test
407,www.promedmail.org/post/3460337,"Syphilis &amp; gonococcal dis. - UK: (England) rising incidence, MSM"
1134,www.promedmail.org/post/2527642,"Syphilis &amp; gonococcal dis. - USA (04): (OR) rising incidence, MSM, HIV coinfect."
697,www.promedmail.org/post/3385623,"Syphilis &amp; gonococcal dis. - USA: (RI) 2014 increase, MSM, HIV coinfect."
216,www.promedmail.org/post/2789253,"Syphilis &amp; gonococcal disease - Australia: MSM, decreasing condom use"
1057,www.promedmail.org/post/2303196,Syphilis &amp; gonococcal disease - USA (02): (ND) increased incidence
331,www.promedmail.org/post/2308371,"Syphilis &amp; gonococcal disease - USA (03): (ND) increased incidence,"
317,www.promedmail.org/post/2135525,Syphilis &amp; gonococcal disease - USA: (OR) increased incidence
326,www.promedmail.org/post/2162074,Syphilis &amp; gonococcal disease - USA: increased incidence
597,www.promedmail.org/post/4328717,"Syphilis, gonococcal dis, chlamydia - UK: (ENG) rising incidence, MSM, youth, 2015"
635,www.promedmail.org/post/4016426,"Syphilis, gonococcal dis., chlamydia - Canada: (BC,ON) inc. cases, MSM, HIV, RFI"
413,www.promedmail.org/post/5027148,"TB, MDR: Russia, India, Philippines, S. Africa, primary, predicted incidence"
634,www.promedmail.org/post/2206216,Tick-borne relapsing fever - USA (MT)
188,www.promedmail.org/post/132909,"Toxic anterior segment syndrome, Avastin associated - Canada"
69,www.promedmail.org/post/2198201,"Trypanosomiasis, bengal tigers - India (Orissa)"
861,www.promedmail.org/post/1355085,Tuberculosis - Australia: (QL) ex Papua New Guinea
625,www.promedmail.org/post/1886543,"Tuberculosis - France (02): ex former Soviet Union, MDR"
420,www.promedmail.org/post/3803835,"Tuberculosis - India (05): MDR, children"
1116,www.promedmail.org/post/4225012,"Tuberculosis - Spain: (CL) school, RFI"
800,www.promedmail.org/post/1194280,Tuberculosis - UK: increasing drug resistance
241,www.promedmail.org/post/611473,Tuberculosis - UK: resurgence
126,www.promedmail.org/post/1836650,Tuberculosis - USA (02): (WI) MDR
842,www.promedmail.org/post/1196037,"Tuberculosis - USA: (FL) fatal, homeless shelter"
511,www.promedmail.org/post/4986958,"Tuberculosis, elephant - USA: (OR) RFI"
672,www.promedmail.org/post/14743,"Tuberculosis, elephants - Nepal (03)"
141,www.promedmail.org/post/25344,"Tuberculosis, hospital exposure - USA (WI)"
907,www.promedmail.org/post/4702532,"Tuberculosis, MDR - China: (Shanghai) primary, neighborhood outbreaks, 2009-2012"
156,www.promedmail.org/post/55956,"Tuberculosis, MDR - Papua New Guinea"
138,www.promedmail.org/post/19390,"Tuberculosis, MDR, airplane exposure - multicountry"
701,www.promedmail.org/post/19596,"Tuberculosis, MDR, airplane exposure - multicountry (02)"
146,www.promedmail.org/post/40038,"Tuberculosis, MDR, airplane exposure - multicountry (05)"
42,www.promedmail.org/post/2194275,"Tuberculosis, multidrug-resistant - Russia"
529,www.promedmail.org/post/1015543,"Tuberculosis, TDR - India (04): (MH) fatal"
295,www.promedmail.org/post/1005663,"Tuberculosis, TDR - India: (MH, KA)"
21,www.promedmail.org/post/2191959,"Tuberculosis, virulent strain - USA (Tenn., Kentucky)"
904,www.promedmail.org/post/68035,"Tuberculosis, XDR - UK (Scotland) ex Somalia"
132,www.promedmail.org/post/14756,"Tuberculosis, XDR - worldwide (02)"
1101,www.promedmail.org/post/8570,"Tuberculosis, XDR, 1991-2003 - Spain"
663,www.promedmail.org/post/10924,"Tuberculosis, XDR, airplane exposure - multicountry (02)"
131,www.promedmail.org/post/11281,"Tuberculosis, XDR, airplane exposure - multicountry (03)"
314,www.promedmail.org/post/10683,"Tuberculosis, XDR, airplane exposure - multicountry (USA, France, Canada, Czech Rep.)"
1075,www.promedmail.org/post/38578,"Tuberculosis, XDR, MDR: genome sequences"
219,www.promedmail.org/post/358009,"Tuberculosis, XXDR - USA: FL ex Peru"
300,www.promedmail.org/post/1366708,Tularemia - Russia (02): (KX) susp. NOT anthrax
685,www.promedmail.org/post/35896,Tularemia - Spain (03): (northern)
1010,www.promedmail.org/post/4262502,Tularemia - USA (02): (MN) feline
350,www.promedmail.org/post/2602339,Tularemia - USA (03): (CA) feline
340,www.promedmail.org/post/1802498,Tularemia - USA (05): (AK) snowshoe hare
210,www.promedmail.org/post/3480207,Tularemia - USA (05): (AK) susp.
187,www.promedmail.org/post/1886594,Tularemia - USA (06): (CO) rabbit
393,www.promedmail.org/post/3537551,"Tularemia - USA (08): (ND): human, animal"
464,www.promedmail.org/post/3014671,"Tularemia - USA (09): (CO) humans, beavers"
593,www.promedmail.org/post/3608721,Tularemia - USA (15): (CO) rabbits
1035,www.promedmail.org/post/3612365,Tularemia - USA (16): (AZ) rabbits
638,www.promedmail.org/post/2200133,Tularemia - USA (Massachusetts) (04)
1018,www.promedmail.org/post/2209294,Tularemia - USA (TX)
201,www.promedmail.org/post/20509,Tularemia - USA (WY)
346,www.promedmail.org/post/2589884,Tularemia - USA: (CO) rabbit
489,www.promedmail.org/post/4252246,"Tularemia - USA: (MN,AK) feline, canine, lagomorph"
410,www.promedmail.org/post/3465858,"Tularemia, animal - USA (02): (NM) canine, alert"
1096,www.promedmail.org/post/3368467,"Tularemia, animal - USA: (NM) multiple species"
481,www.promedmail.org/post/873932,"Tularemia, feline - USA: (IL)"
107,www.promedmail.org/post/2207245,"Tularemia, laboratory-acquired - USA (MA): 2004 (03)"
1176,www.promedmail.org/post/10022,"Tularemia, ovine - USA (ID)"
228,www.promedmail.org/post/417238,"Tularemia, wildlife - USA: (CO) beavers"
1007,www.promedmail.org/post/3357675,"Typhoid fever - Africa, Asia: multidrug resistant"
1196,www.promedmail.org/post/5238178,Typhoid fever - Guatemala: (PE)
64,www.promedmail.org/post/2197154,Typhoid fever - India (Bangalore) (02)
1194,www.promedmail.org/post/5235812,Typhoid fever - India: (AP)
75,www.promedmail.org/post/2199526,Typhoid fever - Kenya (Embu) (03)
204,www.promedmail.org/post/5005152,"Typhoid fever - Kenya: H58 haplotype, antimicrobial resistance"
483,www.promedmail.org/post/2206103,Typhoid fever - Kyrgyzstan (Batkenskaya) (02)
1163,www.promedmail.org/post/5058851,Typhoid fever - New Zealand (04): (MW)
1181,www.promedmail.org/post/5178355,"Typhoid fever - Pakistan: (SD) multidrug resistance, RFI"
1162,www.promedmail.org/post/5057372,Typhoid fever - Syria: (HL)
595,www.promedmail.org/post/2204773,Typhoid fever - Tajikistan (Dushanbe) (03)
1151,www.promedmail.org/post/4971570,Typhoid fever - Tonga
894,www.promedmail.org/post/3774978,Typhoid fever - USA: (CO) restaurant cluster
849,www.promedmail.org/post/5059531,Typhoid fever - Zambia: (LS)
1135,www.promedmail.org/post/4749025,Typhoid fever - Zimbabwe: (Harare)
327,www.promedmail.org/post/1697417,Typhoid fever update (02)
307,www.promedmail.org/post/1881197,"Typhoid fever update (06): Australia ex India, travelers"
604,www.promedmail.org/post/2201864,"Typhoid, prisoners - Kenya (Mombasa)"
70,www.promedmail.org/post/2198233,"Typhus, epidemic louse-borne - Kazakhstan (North)"
612,www.promedmail.org/post/59176,"Undiagnosed disease, pomegranate - India"
212,www.promedmail.org/post/2629047,"Undiagnosed illness - India: (OR) fatal, typhoid susp, RFI"
1144,www.promedmail.org/post/4832512,"Undiagnosed respiratory disease - Malaysia (02): (KN,SL) leptospirosis conf, RFI"
102,www.promedmail.org/post/2204539,"Undiagnosed respiratory illness, death - Iraq (08)"
712,www.promedmail.org/post/2209116,"Undiagnosed respiratory illness, soldiers - Israel (04): pneumococcus"
271,www.promedmail.org/post/754093,"Undiagnosed viral fever - India: (BG), RFI"
797,www.promedmail.org/post/2114476,Unpasteurized milk - USA: (MN) infection risk estimate
1000,www.promedmail.org/post/3051804,"Unpasteurized milk - USA: infection risk, 2007-2012"
1190,www.promedmail.org/post/2008349,Unpasteurized milk - worldwide: risk vs benefit
24,www.promedmail.org/post/2192301,"Vancomycin res. cocci, poultry to human transfer (05)"
883,www.promedmail.org/post/2196840,Vancomycin resist. S. aureus - China (Hong Kong) (03)
53,www.promedmail.org/post/2196260,Vancomycin resist. Staph. aureus - China(Hong Kong)(02)
45,www.promedmail.org/post/2195112,"Vancomycin resist. Staph. aureus, emergence"
1020,www.promedmail.org/post/4376123,"Vancomycin resistance - USA: (FL) E. faecium, sewage spill, envir. contam., 2014"
82,www.promedmail.org/post/2192273,"Vancomycin resistant cocci, poultry to human transfer (02)"
23,www.promedmail.org/post/2192295,"Vancomycin resistant cocci, poultry to human transfer (04)"
63,www.promedmail.org/post/2195774,Vancomycin-resistant enterococci - Australia
52,www.promedmail.org/post/2196200,Vancomycin-resistant Enterococcus - Japan
929,www.promedmail.org/post/4135512,"Varicella,  MRSA - USA: (MI,PA) school children"
966,www.promedmail.org/post/5082066,Veillonella - USA: (ID)  tularemia not
203,www.promedmail.org/post/218819,"Vesicular stomatitis, equine - USA: (TX)"
368,www.promedmail.org/post/2208632,"Vibrio vulnificus, post-hurricane - USA (03)"
135,www.promedmail.org/post/2202738,Viral gastroenteritis update 2002 - UK &amp; Ireland (01)
917,www.promedmail.org/post/2200890,VRE - Australia (Western) (02)
98,www.promedmail.org/post/2203256,VRE - Pakistan (Karachi)
47,www.promedmail.org/post/2195160,VRE found in chicken feed - USA
769,www.promedmail.org/post/2194969,"VRE in poultry - Japan ex Vietnam, France, Thailand"
73,www.promedmail.org/post/2199297,"VRE, dialysis patients - China (Hong Kong)"
192,www.promedmail.org/post/2193721,"VRE, imported chickens - Japan"
158,www.promedmail.org/post/2196559,"VRE, new antibiotic approved by FDA - USA"
795,www.promedmail.org/post/2196713,"VRE, new antibiotic approved by FDA - USA (02)"
705,www.promedmail.org/post/2194977,"VRE, swine - Sweden"
571,www.promedmail.org/post/2194982,"VRE, swine - Sweden (02)"
95,www.promedmail.org/post/2203066,West Nile virus update 2002 - USA (34)
8,www.promedmail.org/post/2190352,What are emerging diseases? (02)
692,www.promedmail.org/post/2207140,"Wound infections, tsunami-related - Asia"
1081,www.promedmail.org/post/2198363,"Xylella fastidiosa, control - USA (California)"
18,www.promedmail.org/post/2191850,Yersinia pestis vaccine
17,www.promedmail.org/post/2191834,"Yersinia pestis, antibiotic resistance - Madagascar"
995,www.promedmail.org/post/2430474,"Yersiniosis, campylobacteriosis - Finland: (US) raw milk"
653,www.promedmail.org/post/4680914,"Zika virus (62): Americas, Asia, Europe, research, observations"
